loc,v_g,ev_g,iv_g,n,v,l,d,i,e,b,t,locode,locomment,loblank,loccodeandcomment,uniq_op,uniq_opnd,total_op,total_opnd,branchcount,defects,source_project,locodeandcomment,problems,branch_count,call_pairs,loc_code_and_comment,loc_comments,condition_count,cyclomatic_complexity,cyclomatic_density,decision_count,decision_density,design_complexity,design_density,edge_count,essential_complexity,essential_density,loc_executable,parameter_count,halstead_content,halstead_difficulty,halstead_effort,halstead_error_est,halstead_length,halstead_level,halstead_prog_time,halstead_volume,maintenance_severity,modified_condition_count,multiple_condition_count,node_count,normalized_cylomatic_complexity,num_operands,num_operators,num_unique_operands,num_unique_operators,number_of_lines,percent_comments,loc_total,c,loc_blank,complexity_score,decomposition_depth,decomp_index,decomp_depth_qcut
50.0,6.0,1.0,5.0,146.0,806.44,0.06,17.33,46.53,13978.29,0.27,776.57,37.0,1.0,9.0,1.0,16.0,30.0,81.0,65.0,11.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01144858943947,1,661.016393442623,4
14.0,2.0,1.0,2.0,32.0,130.8,0.16,6.22,21.02,813.86,0.04,45.21,10.0,0.0,2.0,0.0,8.0,9.0,18.0,14.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0062785892331495,1,11.373913043478264,2
22.0,4.0,3.0,3.0,57.0,274.02,0.12,8.41,32.58,2304.99,0.09,128.05,16.0,4.0,0.0,0.0,11.0,17.0,31.0,26.0,7.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0093061807338949,1,49.82181818181818,3
26.0,4.0,4.0,3.0,57.0,274.02,0.12,8.41,32.58,2304.99,0.09,128.05,13.0,0.0,4.0,0.0,11.0,17.0,31.0,26.0,7.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0102208148802364,1,58.88033057851239,3
10.0,2.0,1.0,2.0,28.0,106.61,0.14,7.0,15.23,746.24,0.04,41.46,7.0,0.0,1.0,0.0,7.0,7.0,14.0,14.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0057495441001047,1,7.560992907801418,2
19.0,3.0,1.0,2.0,45.0,208.97,0.07,14.22,14.69,2972.07,0.07,165.11,16.0,0.0,1.0,0.0,16.0,9.0,29.0,16.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0058663832211737,1,55.921549295774646,3
17.0,6.0,6.0,3.0,92.0,455.79,0.08,12.95,35.2,5901.23,0.15,327.85,10.0,0.0,2.0,3.0,12.0,19.0,51.0,41.0,11.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0135396171713275,1,95.65962962962963,4
17.0,6.0,6.0,3.0,87.0,422.64,0.08,11.92,35.47,5036.51,0.14,279.81,10.0,0.0,2.0,3.0,11.0,18.0,48.0,39.0,11.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013234778246255,1,88.70222222222222,3
23.0,9.0,8.0,5.0,118.0,590.0,0.05,21.62,27.29,12754.41,0.2,708.58,15.0,4.0,2.0,0.0,15.0,17.0,69.0,49.0,17.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0182603839718256,1,266.078431372549,4
7.0,1.0,1.0,1.0,13.0,41.21,0.29,3.5,11.77,144.23,0.01,8.01,3.0,0.0,1.0,0.0,7.0,2.0,11.0,2.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0079686934049714,1,0.9913058419243987,1
26.0,9.0,1.0,7.0,197.0,1055.44,0.03,35.24,29.95,37191.62,0.35,2066.19,21.0,0.0,1.0,2.0,20.0,21.0,123.0,74.0,17.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0161779520085921,1,885.2077419354839,4
22.0,7.0,6.0,4.0,98.0,506.65,0.04,23.75,21.33,12033.0,0.17,668.5,13.0,0.0,6.0,0.0,20.0,16.0,60.0,38.0,13.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01478201311436,1,271.86097560975605,4
11.0,2.0,1.0,2.0,21.0,75.28,0.22,4.5,16.73,338.78,0.03,18.82,8.0,0.0,1.0,0.0,6.0,6.0,12.0,9.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0072516218820401,1,3.746968325791856,1
22.0,9.0,1.0,7.0,150.0,787.19,0.03,31.67,24.86,24927.66,0.26,1384.87,17.0,0.0,1.0,2.0,20.0,18.0,93.0,57.0,17.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0141780718381592,1,558.6509677419355,4
45.0,11.0,1.0,8.0,181.0,969.72,0.03,36.23,26.77,35128.0,0.32,1951.56,33.0,0.0,8.0,2.0,21.0,20.0,112.0,69.0,21.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0168849605082946,1,1407.6580645161291,4
36.0,9.0,4.0,7.0,122.0,559.37,0.03,40.0,13.98,22374.62,0.19,1243.03,23.0,1.0,10.0,0.0,16.0,8.0,82.0,40.0,17.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0167477046289604,1,649.5909677419355,4
18.0,6.0,5.0,3.0,209.0,1112.28,0.03,33.15,33.56,36868.91,0.37,2048.27,13.0,0.0,2.0,1.0,23.0,17.0,160.0,49.0,11.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017664306680899,1,645.84,4
15.0,6.0,5.0,3.0,194.0,1032.45,0.03,30.44,33.92,31429.12,0.34,1746.06,10.0,0.0,2.0,1.0,23.0,17.0,149.0,45.0,11.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0168513178656116,1,499.5725806451613,4
15.0,3.0,3.0,1.0,42.0,178.41,0.06,16.25,10.98,2899.21,0.06,161.07,9.0,0.0,4.0,0.0,13.0,6.0,27.0,15.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007290266822357,1,43.87131147540984,3
15.0,3.0,3.0,1.0,40.0,166.8,0.07,15.0,11.12,2501.96,0.06,139.0,9.0,0.0,4.0,0.0,12.0,6.0,25.0,15.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0073305809548371,1,35.23943661971831,2
15.0,4.0,1.0,2.0,61.0,293.25,0.06,16.67,17.59,4887.48,0.1,271.53,10.0,0.0,3.0,0.0,16.0,12.0,36.0,25.0,7.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0068446639370543,1,72.11065573770492,3
21.0,7.0,6.0,4.0,113.0,574.88,0.03,30.0,19.16,17246.5,0.19,958.14,13.0,0.0,6.0,0.0,20.0,14.0,71.0,42.0,13.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015713455511404,1,389.4348387096774,4
18.0,4.0,1.0,4.0,64.0,314.04,0.07,13.56,23.16,4259.18,0.1,236.62,12.0,0.0,4.0,0.0,14.0,16.0,33.0,31.0,7.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0073204066387609,1,79.61577464788732,3
22.0,5.0,1.0,4.0,77.0,388.42,0.05,19.66,19.76,7634.85,0.13,424.16,16.0,0.0,4.0,0.0,17.0,16.0,40.0,37.0,9.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0084212749586035,1,167.5537254901961,4
22.0,5.0,1.0,4.0,77.0,388.42,0.05,19.66,19.76,7634.85,0.13,424.16,16.0,0.0,4.0,0.0,17.0,16.0,40.0,37.0,9.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0084212749586035,1,167.5537254901961,4
14.0,4.0,1.0,2.0,46.0,205.13,0.08,13.2,15.54,2707.77,0.07,150.43,9.0,0.0,3.0,0.0,12.0,10.0,24.0,22.0,7.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0064204181187872,1,35.45456790123456,2
26.0,4.0,1.0,2.0,41.0,180.09,0.1,10.45,17.23,1881.89,0.06,104.55,16.0,3.0,4.0,0.0,11.0,10.0,22.0,19.0,7.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006435077895376,1,46.35980198019802,3
18.0,3.0,1.0,3.0,39.0,171.3,0.09,11.33,15.11,1941.4,0.06,107.86,8.0,3.0,4.0,1.0,12.0,9.0,22.0,17.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0060624476113071,1,33.88351648351649,2
7.0,2.0,1.0,1.0,20.0,71.7,0.14,7.0,10.24,501.89,0.02,27.88,4.0,0.0,1.0,0.0,7.0,5.0,10.0,10.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0052599371332539,1,3.5595744680851067,1
15.0,6.0,5.0,3.0,197.0,1048.42,0.03,31.12,33.69,32624.36,0.35,1812.46,10.0,0.0,2.0,1.0,23.0,17.0,151.0,46.0,11.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017038021022529,1,507.3,4
8.0,1.0,1.0,1.0,20.0,69.19,0.19,5.4,12.81,373.62,0.02,20.76,4.0,0.0,2.0,0.0,6.0,5.0,11.0,9.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00588423356354,1,2.8980104712041883,1
39.0,6.0,1.0,6.0,145.0,781.89,0.03,32.45,24.1,25372.2,0.26,1409.57,24.0,6.0,7.0,0.0,22.0,20.0,86.0,59.0,11.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0126677250925236,1,983.668064516129,4
12.0,3.0,3.0,1.0,39.0,162.63,0.07,14.0,11.62,2276.78,0.05,126.49,8.0,0.0,2.0,0.0,12.0,6.0,25.0,14.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0071673635088906,1,27.48676056338028,2
22.0,3.0,1.0,1.0,64.0,285.4,0.06,18.0,15.86,5137.27,0.1,285.4,14.0,2.0,3.0,0.0,12.0,10.0,34.0,30.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0063395302136132,1,102.9311475409836,4
23.0,9.0,8.0,5.0,118.0,590.0,0.05,21.62,27.29,12754.41,0.2,708.58,15.0,4.0,2.0,0.0,15.0,17.0,69.0,49.0,17.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0182603839718256,1,266.078431372549,4
29.0,12.0,4.0,4.0,164.0,847.87,0.02,41.35,20.5,35061.82,0.28,1947.88,24.0,0.0,3.0,0.0,19.0,17.0,90.0,74.0,23.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01876741709858,1,1170.8680952380953,4
17.0,3.0,1.0,3.0,53.0,252.01,0.08,12.92,19.5,3256.73,0.08,180.93,10.0,2.0,3.0,0.0,14.0,13.0,29.0,24.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0064572154351184,1,52.89098765432099,3
9.0,1.0,1.0,1.0,17.0,60.94,0.35,2.86,21.33,174.13,0.02,9.67,5.0,0.0,2.0,0.0,5.0,7.0,9.0,8.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009519176982442,1,1.5625641025641026,1
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129014305701932,1,0.1568862275449101,1
26.0,2.0,1.0,2.0,57.0,279.69,0.19,5.14,54.38,1438.42,0.09,79.91,14.0,0.0,10.0,0.0,9.0,21.0,33.0,24.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0077498360178633,1,38.07298429319371,2
58.0,7.0,1.0,5.0,121.0,696.34,0.12,8.4,82.9,5849.27,0.23,324.96,35.0,1.0,19.0,1.0,14.0,40.0,73.0,48.0,13.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0115834206830596,1,333.7828099173554,4
41.0,5.0,1.0,5.0,57.0,271.03,0.15,6.53,41.5,1770.16,0.09,98.34,24.0,6.0,9.0,0.0,11.0,16.0,38.0,19.0,9.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0089172252324288,1,73.59092715231787,3
36.0,7.0,1.0,4.0,87.0,459.83,0.11,8.75,52.55,4023.51,0.15,223.53,27.0,0.0,6.0,1.0,13.0,26.0,52.0,35.0,13.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0098403479951701,1,149.13405405405408,4
9.0,1.0,1.0,1.0,16.0,55.35,0.4,2.5,22.14,138.38,0.02,7.69,5.0,0.0,1.0,1.0,5.0,6.0,10.0,6.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0106969443492909,1,1.2422693266832918,1
35.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0065388624232232,1,0.0,1
35.0,3.0,1.0,3.0,67.0,343.66,0.17,5.73,59.98,1968.9,0.11,109.38,20.0,1.0,12.0,2.0,11.0,24.0,42.0,25.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00835044227179,1,70.33976608187135,3
35.0,9.0,6.0,6.0,90.0,445.88,0.04,22.85,19.52,10186.59,0.15,565.92,20.0,4.0,6.0,3.0,18.0,13.0,57.0,33.0,17.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0157032631973576,1,380.6292682926829,4
37.0,13.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0090251839328819,1,0.0,1
33.0,6.0,1.0,4.0,71.0,341.32,0.07,13.87,24.61,4733.0,0.11,262.94,27.0,2.0,2.0,0.0,13.0,15.0,39.0,32.0,11.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0083969533742012,1,158.64169014084507,4
11.0,1.0,1.0,1.0,48.0,217.13,0.11,8.71,24.93,1890.85,0.07,105.05,8.0,0.0,1.0,0.0,11.0,12.0,29.0,19.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0051643879491928,1,21.517387387387387,2
29.0,5.0,1.0,2.0,104.0,515.24,0.07,13.36,38.56,6884.13,0.17,382.45,14.0,7.0,5.0,1.0,13.0,18.0,67.0,37.0,9.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0084543443236626,1,210.4501408450704,4
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129014305701932,1,0.1568862275449101,1
18.0,5.0,1.0,3.0,65.0,309.07,0.06,18.13,17.05,5601.85,0.1,311.21,13.0,0.0,3.0,0.0,15.0,12.0,36.0,29.0,9.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0077924962943763,1,91.2009836065574,3
20.0,5.0,1.0,3.0,66.0,313.82,0.06,18.13,17.31,5688.03,0.1,316.0,15.0,0.0,3.0,0.0,15.0,12.0,37.0,29.0,9.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0078191708256231,1,102.89180327868851,4
11.0,1.0,1.0,1.0,23.0,87.57,0.22,4.5,19.46,394.06,0.03,21.89,6.0,0.0,3.0,0.0,7.0,7.0,14.0,9.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0066375946252221,1,4.35868778280543,1
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0170245056125102,1,0.0692101341281669,1
44.0,13.0,1.0,1.0,69.0,374.41,0.11,9.36,40.0,3504.5,0.12,194.69,30.0,0.0,12.0,0.0,18.0,25.0,43.0,26.0,14.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0111898931421132,1,148.41477477477477,4
14.0,3.0,1.0,1.0,45.0,191.16,0.07,13.71,13.94,2621.58,0.06,145.64,10.0,0.0,2.0,0.0,12.0,7.0,29.0,16.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0054818384884865,1,37.69352112676056,2
51.0,4.0,1.0,4.0,205.0,1168.59,0.05,19.91,58.68,23271.64,0.39,1292.87,33.0,8.0,8.0,0.0,17.0,35.0,123.0,82.0,7.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012461270396544,1,1168.59,4
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129014305701932,1,0.1568862275449101,1
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01700148636916,1,0.0476900149031296,1
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129014305701932,1,0.1568862275449101,1
18.0,3.0,1.0,1.0,48.0,220.08,0.07,14.17,15.53,3117.77,0.07,173.21,11.0,4.0,1.0,0.0,15.0,9.0,31.0,17.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0056811605531707,1,55.79492957746479,3
27.0,2.0,1.0,2.0,81.0,405.0,0.09,11.28,35.91,4567.5,0.14,253.75,21.0,1.0,2.0,0.0,14.0,18.0,52.0,29.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0067535693392628,1,120.16483516483515,4
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129014305701932,1,0.1568862275449101,1
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129014305701932,1,0.1568862275449101,1
32.0,5.0,3.0,3.0,101.0,490.66,0.06,15.44,31.78,7574.5,0.16,420.81,21.0,3.0,2.0,0.0,13.0,16.0,63.0,38.0,9.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0104026795146722,1,257.3954098360656,4
35.0,10.0,1.0,1.0,53.0,267.35,0.14,7.37,36.28,1969.97,0.09,109.44,24.0,0.0,9.0,0.0,14.0,19.0,33.0,20.0,11.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0098438992016544,1,66.36347517730496,3
35.0,10.0,1.0,1.0,55.0,282.11,0.13,7.5,37.61,2115.83,0.09,117.55,24.0,0.0,9.0,0.0,15.0,20.0,35.0,20.0,11.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0096790145143352,1,75.37290076335879,3
45.0,11.0,1.0,1.0,141.0,670.44,0.02,44.2,15.17,29633.41,0.22,1646.3,28.0,6.0,4.0,2.0,17.0,10.0,89.0,52.0,21.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0142484755449666,1,1436.657142857143,4
45.0,11.0,1.0,1.0,131.0,615.76,0.03,37.6,16.37,23152.49,0.21,1286.25,28.0,6.0,4.0,2.0,16.0,10.0,84.0,47.0,21.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0133928378905525,1,893.8451612903226,4
24.0,4.0,1.0,2.0,74.0,373.29,0.06,17.64,21.16,6585.82,0.12,365.88,18.0,0.0,4.0,0.0,19.0,14.0,48.0,26.0,7.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0074020018685863,1,146.86819672131148,4
32.0,9.0,1.0,1.0,49.0,242.76,0.13,7.41,32.75,1799.25,0.08,99.96,22.0,0.0,8.0,0.0,14.0,17.0,31.0,18.0,10.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0090299847186435,1,59.300152671755725,3
55.0,7.0,3.0,5.0,168.0,927.96,0.06,17.6,52.72,16332.07,0.31,907.34,40.0,4.0,5.0,0.0,16.0,30.0,102.0,66.0,13.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0144509987126922,1,836.6852459016394,4
44.0,13.0,1.0,1.0,73.0,398.54,0.1,9.88,40.34,3937.56,0.13,218.75,30.0,0.0,12.0,0.0,19.0,25.0,47.0,26.0,14.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0111433215373909,1,173.62138613861387,4
5.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,1.0,0.0,3.0,1.0,3.0,1.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01700148636916,1,0.059612518628912,1
24.0,2.0,1.0,2.0,62.0,304.23,0.11,9.18,33.15,2791.73,0.1,155.1,17.0,2.0,2.0,0.0,13.0,17.0,38.0,24.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0063887109704416,1,65.77945945945946,3
11.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003108585989911,1,0.0,1
10.0,4.0,3.0,1.0,29.0,120.93,0.14,7.07,17.1,855.13,0.04,47.51,7.0,0.0,1.0,0.0,11.0,7.0,20.0,9.0,7.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0082469889363282,1,8.576595744680853,2
45.0,10.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0084111238233917,1,0.0,1
6.0,1.0,1.0,1.0,9.0,25.27,0.38,2.67,9.47,67.38,0.01,3.74,3.0,0.0,1.0,0.0,4.0,3.0,5.0,4.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0100226541799488,1,0.3979527559055118,1
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129014305701932,1,0.1568862275449101,1
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129014305701932,1,0.1568862275449101,1
28.0,3.0,1.0,3.0,83.0,399.01,0.08,12.38,32.24,4937.75,0.13,274.32,20.0,0.0,5.0,1.0,12.0,16.0,50.0,33.0,4.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0072981142555346,1,137.92938271604936,4
74.0,12.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0074339737011416,1,0.0,1
17.0,4.0,1.0,1.0,33.0,134.89,0.08,11.92,11.32,1607.39,0.04,89.3,13.0,0.0,2.0,0.0,11.0,6.0,20.0,13.0,7.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0055893547470564,1,28.310246913580244,2
22.0,2.0,1.0,2.0,49.0,240.44,0.12,8.31,28.92,1998.64,0.08,111.04,15.0,2.0,3.0,0.0,14.0,16.0,30.0,19.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0061450370461655,1,43.71636363636364,3
4.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,2.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0128342949689873,1,0.0926946107784431,1
6.0,2.0,1.0,1.0,21.0,69.76,0.11,9.33,7.47,651.1,0.02,36.17,4.0,0.0,0.0,0.0,7.0,3.0,13.0,8.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0047945996822784,1,3.7708108108108114,1
