wall_type,roof_type,bed_net_available,bed_net_used_last_night,proximity_water_body_m,household_size,education_head,income_level,eave_open,floor_type,num_windows_screened,target
Brick,Thatch,1,1,790.2618152230066,14,Tertiary,Middle,1,Earth,6,0
Brick,Concrete,1,0,1426.4137665652354,1,Tertiary,High,1,Earth,5,0
Brick,Thatch,0,1,398.4305497881062,14,Primary,Middle,0,Earth,1,1
Wood,Thatch,0,0,1780.4300052723488,6,Tertiary,High,0,Earth,1,1
Mud,Thatch,0,0,574.8191929311595,9,None,Middle,1,Tile,2,1
Wood,Tile,0,1,735.5719755123058,15,Primary,High,1,Tile,1,0
Wood,Tile,1,1,116.18390416069957,3,Tertiary,Low,0,Earth,0,1
Brick,Iron Sheet,0,0,223.0244246425528,6,Tertiary,Low,1,Cement,2,1
Brick,Iron Sheet,0,0,1031.7238054246563,3,None,Low,1,Earth,1,1
Wood,Concrete,0,0,535.185353455943,14,Primary,Low,1,Tile,0,1
Mud,Iron Sheet,0,1,1670.9604514843888,13,Secondary,High,1,Earth,4,1
Concrete,Thatch,1,0,29.386777309907686,1,Secondary,Low,0,Tile,1,0
Wood,Thatch,0,1,758.1880973438724,14,Primary,Middle,0,Tile,0,1
Mud,Tile,1,1,674.6910935381853,13,Tertiary,Low,0,Earth,3,0
Brick,Thatch,0,1,38.65526183520207,12,Tertiary,Low,0,Earth,5,1
Brick,Concrete,0,0,248.73679800102045,5,Secondary,Low,0,Cement,3,0
Mud,Thatch,1,1,827.2853498372706,10,Secondary,High,0,Tile,0,0
Concrete,Thatch,0,1,985.7291688948933,14,Secondary,Low,1,Cement,2,1
Brick,Concrete,1,1,808.5794945097382,13,None,Middle,0,Earth,6,1
Brick,Iron Sheet,1,1,1061.8753568241877,11,Secondary,Low,1,Tile,6,0
Brick,Iron Sheet,0,1,1190.263349811363,4,None,Low,1,Cement,6,0
Mud,Concrete,1,0,19.84764225567126,7,Primary,Low,1,Cement,2,1
Wood,Tile,1,1,928.1903189070077,6,Tertiary,Middle,0,Cement,1,0
Brick,Thatch,1,1,1926.9984817751767,10,Secondary,Low,1,Earth,6,0
Wood,Concrete,1,0,1038.0645602590973,7,Tertiary,Middle,0,Earth,3,1
Concrete,Thatch,1,1,1355.0845349179065,5,Tertiary,Middle,1,Earth,2,0
Brick,Tile,1,0,623.7277158337664,15,Secondary,Low,1,Tile,2,1
Brick,Thatch,1,1,1547.982756305525,15,Secondary,Middle,0,Earth,6,0
Concrete,Concrete,1,0,1545.8429637522302,4,Primary,High,1,Tile,3,0
Brick,Thatch,0,0,1042.592095308278,7,None,Low,1,Cement,4,1
Wood,Iron Sheet,0,1,1952.0276465584273,7,None,Low,1,Cement,2,0
Mud,Tile,1,1,251.10042952530677,6,Tertiary,Middle,1,Earth,6,1
Wood,Tile,0,1,33.89532977916198,8,Secondary,Middle,0,Cement,5,0
Mud,Tile,1,0,1540.316423514192,4,Primary,Low,1,Earth,0,1
Mud,Concrete,1,0,1614.311074729765,10,Primary,High,1,Tile,1,1
Wood,Tile,0,0,240.4144582411525,5,Primary,Middle,0,Cement,2,0
Wood,Iron Sheet,1,1,531.1656659172121,4,Primary,Middle,1,Earth,5,0
Wood,Concrete,1,0,35.10472673325782,12,Primary,High,1,Cement,5,1
Wood,Iron Sheet,1,0,586.6172215611294,1,None,High,1,Cement,2,0
Concrete,Thatch,1,1,1546.283747837343,12,None,Low,1,Earth,4,1
Brick,Thatch,0,0,1035.9210554251579,8,None,High,0,Cement,0,0
Mud,Thatch,1,0,696.1911863365762,1,Secondary,Low,1,Cement,1,1
Wood,Thatch,1,1,743.4785898126606,5,Tertiary,High,0,Cement,2,0
Wood,Iron Sheet,1,0,2.7072514309363083,15,Primary,Middle,1,Cement,1,1
Wood,Concrete,0,1,599.6010551304718,6,Secondary,Low,1,Tile,3,1
Concrete,Concrete,1,1,1292.917483275861,6,Primary,Low,1,Cement,5,0
Wood,Tile,0,1,1948.3888876327142,13,None,Low,0,Cement,5,0
Wood,Iron Sheet,0,1,1694.121653967799,5,Secondary,High,1,Earth,2,1
Wood,Thatch,1,1,47.18992929105825,3,None,Middle,1,Tile,2,0
Brick,Iron Sheet,1,0,1797.1212093496786,15,Primary,Low,0,Earth,3,1
Concrete,Tile,0,0,1566.396826597252,5,Primary,Low,0,Earth,4,1
Wood,Tile,1,1,1560.7522471419609,12,Tertiary,Low,0,Earth,2,0
Mud,Iron Sheet,0,1,915.991518007143,8,Primary,Low,0,Tile,5,0
Mud,Iron Sheet,0,0,796.0105859090056,14,None,Middle,1,Earth,1,1
Mud,Iron Sheet,1,1,605.8314576663853,2,Primary,High,1,Earth,0,0
Concrete,Concrete,1,1,131.38971790873154,6,Tertiary,Middle,1,Earth,6,0
Concrete,Thatch,0,1,456.4707269873982,9,Tertiary,Low,1,Cement,1,0
Mud,Iron Sheet,0,0,493.20726995604923,8,None,Middle,0,Earth,4,1
Wood,Iron Sheet,0,0,968.1541394204032,14,Secondary,Low,1,Tile,0,1
Concrete,Iron Sheet,0,1,1494.888813193388,11,Primary,High,1,Tile,1,0
Mud,Tile,1,1,947.6196567958932,8,Tertiary,High,1,Cement,1,0
Mud,Tile,1,0,115.68889889432121,8,Primary,High,1,Tile,3,0
Wood,Concrete,1,0,1915.5796019764077,15,Primary,Low,0,Tile,6,0
Brick,Thatch,1,1,1885.4486381882245,13,Secondary,Middle,1,Cement,4,0
Concrete,Concrete,1,1,1570.3790862968167,7,Tertiary,High,1,Earth,5,0
Wood,Thatch,0,0,1982.6558031284412,8,Primary,Low,1,Cement,3,1
Mud,Tile,1,0,1088.964665600526,13,Tertiary,Low,0,Earth,0,1
Mud,Tile,1,0,1925.5367005064122,6,None,Middle,0,Earth,6,0
Wood,Tile,1,1,151.21008123350154,2,None,High,1,Tile,5,0
Concrete,Concrete,1,0,731.3614965227426,2,Primary,Low,1,Cement,3,0
Brick,Iron Sheet,1,1,450.76253601353164,8,Tertiary,Middle,1,Tile,6,0
Brick,Iron Sheet,0,0,391.66616826854005,11,Primary,High,0,Tile,4,1
Mud,Tile,0,0,281.60589778535217,1,Tertiary,Middle,1,Earth,2,1
Concrete,Iron Sheet,0,0,1244.8272831319932,6,Tertiary,Middle,1,Tile,2,0
Brick,Iron Sheet,1,0,1562.6437114946102,13,Secondary,Low,1,Cement,0,1
Concrete,Concrete,0,1,1156.5967988407212,6,Secondary,Low,0,Tile,2,0
Concrete,Thatch,0,1,293.9254191764193,11,Secondary,Low,1,Tile,3,1
Mud,Tile,1,0,1622.247539866942,4,Primary,Middle,1,Earth,0,1
Brick,Tile,1,1,1271.909414327457,12,Secondary,Low,0,Cement,5,0
Wood,Concrete,1,0,776.3314122539911,11,Secondary,Middle,0,Tile,4,0
Mud,Concrete,0,0,1348.2605910721259,13,None,Middle,1,Earth,0,1
Brick,Iron Sheet,0,0,519.8099584856657,15,Tertiary,Low,0,Tile,5,0
Brick,Tile,1,0,690.384416988421,11,Tertiary,High,1,Cement,0,0
Brick,Thatch,1,1,1834.9716862639805,13,Secondary,High,0,Tile,1,0
Brick,Concrete,0,0,581.0090113428407,10,Tertiary,High,0,Tile,1,0
Brick,Thatch,0,0,939.9765363158732,3,None,Middle,1,Earth,0,1
Concrete,Thatch,1,1,1780.2822747920293,13,None,Middle,1,Tile,6,0
Mud,Tile,1,0,1415.4427005350549,11,Secondary,Middle,1,Earth,2,1
Concrete,Tile,0,0,124.40645232940551,3,None,Low,0,Cement,1,1
Wood,Concrete,1,0,294.60608855794067,15,Tertiary,Middle,1,Tile,6,1
Brick,Tile,0,1,15.683181543833635,15,Primary,Low,1,Cement,6,1
Mud,Tile,0,0,1261.8435804583269,13,Tertiary,Low,1,Cement,4,1
Brick,Tile,0,1,895.3468508208366,13,Primary,High,1,Tile,5,0
Mud,Thatch,0,0,268.5497018045511,1,Secondary,High,1,Earth,3,1
Concrete,Concrete,1,0,1915.8682421135409,3,Primary,High,0,Cement,1,0
Mud,Iron Sheet,1,1,1059.3194478912399,4,None,Low,1,Cement,0,1
Wood,Thatch,0,0,483.78658822577836,11,Tertiary,Low,1,Tile,2,1
Wood,Tile,0,0,1001.2071423094151,11,Primary,Low,0,Tile,3,1
Mud,Thatch,0,1,1359.2406654702156,5,Tertiary,Middle,1,Tile,5,0
Mud,Tile,0,1,152.47843594712896,3,Secondary,Low,1,Tile,6,0
Mud,Tile,0,1,549.4076300957839,6,Secondary,High,1,Tile,5,0
Mud,Thatch,1,1,1613.9309817679873,11,None,High,1,Tile,1,0
Wood,Concrete,1,1,919.3297408053224,14,Secondary,Low,1,Earth,5,1
Brick,Tile,1,0,1093.1542840645898,15,Primary,Low,0,Cement,5,0
Mud,Concrete,1,1,865.6320044189385,12,Secondary,High,0,Earth,2,1
Mud,Iron Sheet,0,0,87.79988528601024,5,None,Low,0,Earth,6,1
Wood,Tile,0,0,331.4995596403119,3,Tertiary,High,1,Tile,2,0
Wood,Concrete,0,0,891.0832774837818,6,Tertiary,Middle,0,Cement,2,0
Concrete,Concrete,0,1,418.3709308158556,6,Secondary,High,1,Earth,0,0
Mud,Iron Sheet,0,1,99.95805731935748,15,Primary,Middle,1,Tile,5,1
Concrete,Concrete,1,0,1687.2993281036474,14,None,Low,1,Tile,5,0
Wood,Concrete,0,1,1962.3850583282317,8,Primary,Low,0,Cement,5,0
Wood,Iron Sheet,1,1,1586.285747993479,2,None,Middle,0,Earth,4,0
Brick,Tile,1,1,1707.569843409334,1,Secondary,Low,0,Earth,2,1
Mud,Concrete,1,1,483.95426063409076,4,None,Middle,1,Earth,3,0
Concrete,Concrete,1,0,1921.2539510263996,7,None,Low,0,Tile,1,1
Wood,Concrete,0,0,393.85140890685676,15,Secondary,High,1,Cement,6,0
Wood,Thatch,1,1,1902.8596207236646,11,Primary,Low,0,Cement,3,0
Concrete,Iron Sheet,1,0,1989.638587931902,10,Secondary,High,0,Earth,6,0
Brick,Thatch,1,1,1423.4456114920974,3,None,High,1,Tile,0,1
Wood,Iron Sheet,0,1,1962.2874635836438,3,Secondary,Middle,1,Earth,0,1
Mud,Tile,0,0,1139.0795591342073,5,None,Low,0,Cement,6,0
Wood,Tile,0,0,519.0835663521807,5,Secondary,Middle,0,Tile,5,0
Mud,Concrete,1,0,873.9917713312417,13,Tertiary,Low,0,Earth,3,0
Concrete,Iron Sheet,1,1,1187.121870757572,10,Tertiary,High,1,Earth,5,0
Mud,Tile,0,0,146.16312405403,3,Secondary,High,1,Tile,4,1
Concrete,Iron Sheet,1,1,1244.6865292344921,9,Primary,Low,0,Cement,0,0
Mud,Tile,0,0,1962.355673524589,4,None,Low,0,Tile,0,1
Concrete,Thatch,0,0,380.21529956745525,13,Tertiary,Middle,1,Earth,3,1
Mud,Tile,1,1,1585.1902325767667,13,Primary,Low,0,Earth,0,1
Brick,Thatch,1,1,1815.7975875592388,15,None,Low,1,Earth,4,1
Mud,Tile,1,1,1887.4031856404417,3,Tertiary,Low,1,Earth,4,0
Mud,Concrete,1,1,1920.2712088108944,11,Tertiary,Middle,1,Cement,4,0
Brick,Thatch,0,1,1042.919277442944,2,Secondary,Low,1,Cement,1,0
Wood,Tile,0,1,1954.6158159830075,10,None,High,1,Earth,4,0
Wood,Concrete,0,1,1514.6204142688778,13,Primary,Middle,1,Cement,4,0
Mud,Thatch,0,1,323.3428724739238,11,Primary,Middle,0,Cement,1,0
Brick,Concrete,0,0,953.80021293594,9,Primary,High,1,Cement,5,0
Mud,Iron Sheet,1,1,1436.6623507440079,4,None,High,1,Earth,2,0
Concrete,Iron Sheet,0,1,494.6806316381667,3,Primary,High,0,Tile,0,0
Concrete,Thatch,0,0,1281.2303670977747,7,Primary,Low,1,Tile,4,1
Mud,Tile,0,1,1333.2009580932386,8,Primary,High,0,Tile,0,0
Wood,Thatch,1,0,325.3994876171318,11,Secondary,Low,1,Earth,3,1
Wood,Concrete,1,0,1130.1706249055126,14,Secondary,Middle,0,Cement,0,1
Mud,Tile,1,1,1543.2538219572155,2,None,Middle,0,Cement,6,0
Mud,Iron Sheet,1,0,997.7913290718839,7,None,High,1,Earth,5,0
Concrete,Tile,0,1,24.20623355221485,12,Primary,Low,1,Earth,1,0
Wood,Iron Sheet,0,0,18.076938158584355,5,Secondary,High,1,Tile,0,1
Mud,Tile,1,0,714.0586879400244,15,Tertiary,High,1,Tile,0,0
Concrete,Tile,1,0,1852.388136863564,11,Tertiary,Low,0,Earth,0,0
Wood,Tile,0,1,457.35355920721753,5,Primary,High,0,Tile,2,0
Brick,Concrete,0,1,1268.7273777433743,3,Primary,Middle,0,Cement,2,0
Concrete,Concrete,1,0,444.15174138664116,5,Secondary,High,1,Earth,3,0
Wood,Thatch,1,0,643.3399793190972,12,Secondary,Low,0,Earth,1,1
Wood,Thatch,1,1,1696.084179202968,2,Secondary,Low,1,Cement,0,0
Concrete,Iron Sheet,1,1,1457.7228845398938,4,None,Middle,1,Cement,0,0
Brick,Concrete,0,0,190.79855462642126,6,None,Low,0,Cement,0,1
Concrete,Iron Sheet,0,0,857.4040419728673,1,Primary,Low,1,Tile,0,0
Wood,Thatch,0,1,58.339527290528935,10,None,Middle,0,Earth,2,1
Mud,Iron Sheet,1,1,961.780293206018,4,Secondary,High,1,Tile,5,0
Mud,Thatch,1,1,1324.8680234021363,6,Secondary,Middle,0,Cement,5,0
Concrete,Concrete,0,1,237.00524719630312,9,None,High,1,Tile,3,0
Wood,Tile,0,1,577.7698778183313,14,Tertiary,Middle,0,Cement,6,0
Mud,Concrete,0,0,795.6732510043139,11,Primary,High,0,Tile,4,1
Wood,Iron Sheet,0,1,1839.0620493120996,11,Tertiary,Middle,1,Tile,1,0
Concrete,Iron Sheet,1,0,1986.510030845928,13,Primary,High,1,Cement,5,0
Mud,Concrete,0,1,89.82259799123172,2,Tertiary,Middle,0,Tile,6,1
Wood,Concrete,0,0,1522.015846990784,11,None,High,1,Earth,0,1
Mud,Thatch,0,1,743.4481328046865,7,Primary,Middle,1,Tile,5,1
Concrete,Iron Sheet,0,1,784.91637245896,6,Primary,Low,1,Tile,3,0
Wood,Iron Sheet,0,0,1508.5299466940453,2,Primary,High,0,Earth,4,0
Mud,Concrete,0,0,1836.8528642908173,8,Secondary,Middle,0,Cement,5,0
Concrete,Tile,0,1,1901.8571890050969,7,Secondary,High,1,Earth,3,0
Mud,Iron Sheet,1,1,1154.2451720766417,11,Tertiary,High,1,Tile,2,0
Mud,Tile,1,1,714.2423186010056,5,None,Middle,0,Cement,4,0
Brick,Concrete,1,1,1575.0981717175584,12,Secondary,High,1,Tile,3,0
Brick,Concrete,1,1,502.00276652460053,5,Primary,Middle,0,Tile,6,0
Concrete,Thatch,0,0,1128.1480576670356,7,Secondary,Low,1,Earth,5,1
Brick,Iron Sheet,1,0,717.1569230497463,9,None,High,1,Earth,2,1
Concrete,Tile,1,1,1313.2621474157522,11,Secondary,Low,1,Cement,6,0
Brick,Thatch,0,0,480.7978257870138,15,Primary,High,0,Cement,3,1
Mud,Iron Sheet,0,0,383.18589146965155,9,Tertiary,High,0,Cement,3,0
Concrete,Thatch,1,0,1836.4781733508742,9,Primary,High,0,Tile,6,0
Concrete,Concrete,1,1,203.6073658990738,6,None,Middle,0,Earth,5,1
Mud,Iron Sheet,0,0,1011.9158154698633,10,Tertiary,Low,1,Earth,4,1
Concrete,Thatch,1,1,441.7055659260178,6,Secondary,High,1,Earth,2,0
Concrete,Thatch,0,0,77.8599266513349,3,Secondary,Middle,0,Cement,0,1
Brick,Tile,0,1,72.03763658285278,1,Secondary,High,1,Earth,1,0
Concrete,Thatch,0,0,350.4435442116547,7,Tertiary,Middle,1,Earth,4,1
Wood,Iron Sheet,0,1,1733.5407090120004,4,Primary,High,0,Earth,2,0
Mud,Iron Sheet,1,1,564.9574879540534,1,Tertiary,Low,1,Cement,6,1
Brick,Tile,0,0,1900.9183411505915,15,Tertiary,Low,1,Earth,3,1
Brick,Iron Sheet,0,1,1163.244585978387,8,None,High,0,Cement,6,0
Wood,Concrete,1,1,873.2283795375322,12,Tertiary,Middle,1,Earth,2,0
Mud,Iron Sheet,0,1,1160.1776693389093,6,Secondary,High,1,Earth,6,0
Mud,Iron Sheet,1,1,1033.3967704525355,6,Primary,Middle,1,Earth,6,0
Brick,Thatch,1,1,1517.5525075146504,2,Primary,High,0,Cement,1,0
Concrete,Thatch,1,1,564.9921319457045,15,Primary,Middle,0,Cement,5,0
Brick,Iron Sheet,0,1,706.1007832006047,1,Secondary,Low,1,Earth,1,0
Mud,Tile,1,1,1788.1886050665014,13,Secondary,High,1,Tile,0,0
Wood,Thatch,1,0,1892.913026300811,14,Secondary,Low,1,Cement,0,0
Brick,Tile,0,0,1785.116454972949,14,Secondary,Low,0,Cement,1,0
Mud,Iron Sheet,1,1,838.8959879146272,2,Secondary,High,0,Earth,4,0
Brick,Iron Sheet,1,1,1560.7310060137634,4,Tertiary,High,0,Tile,4,0
Concrete,Concrete,1,0,952.6714666021976,2,Secondary,Middle,1,Earth,6,0
Brick,Thatch,1,0,995.0797042922044,1,Secondary,Middle,1,Cement,6,1
Brick,Iron Sheet,1,0,409.3602181145679,7,Secondary,Low,1,Cement,3,1
Mud,Concrete,0,1,1182.260606517033,11,Secondary,Middle,1,Earth,0,1
Mud,Thatch,1,0,372.27179550669587,11,Primary,Middle,1,Earth,3,1
Mud,Iron Sheet,1,1,663.1293981343875,15,Secondary,High,0,Tile,0,0
Brick,Iron Sheet,0,1,1710.0604032398703,12,Tertiary,Middle,1,Tile,1,1
Concrete,Thatch,0,0,414.15161842171045,8,Tertiary,Low,1,Cement,4,1
Wood,Thatch,0,1,142.31657034686563,6,Tertiary,Middle,1,Tile,6,0
Wood,Thatch,1,1,138.01518522563262,4,None,Low,0,Tile,4,0
Mud,Iron Sheet,0,1,1881.569041006216,14,Primary,High,1,Cement,1,1
Mud,Iron Sheet,1,1,1013.8408759236693,6,Secondary,Low,0,Cement,3,0
Brick,Concrete,1,0,818.8241436340367,3,None,Middle,0,Cement,3,0
Wood,Tile,0,0,1621.757162015837,12,Secondary,High,0,Cement,2,0
Mud,Thatch,0,1,1671.651855821032,8,None,Middle,0,Earth,6,1
Concrete,Iron Sheet,1,1,664.3820662312093,10,None,High,0,Cement,6,0
Concrete,Iron Sheet,0,0,1387.2361149475905,14,Tertiary,High,1,Cement,6,0
Mud,Thatch,1,1,1542.2456317037731,13,Tertiary,Middle,1,Cement,0,1
Mud,Tile,0,0,1309.301373731909,13,None,Middle,0,Tile,3,1
Wood,Thatch,0,1,303.19014960019877,2,Tertiary,High,0,Cement,1,0
Wood,Tile,0,1,1751.766167034114,5,None,High,0,Earth,3,0
Brick,Iron Sheet,1,0,1078.1891054720174,1,Primary,Middle,1,Earth,4,0
Wood,Tile,0,0,564.9448527400074,6,Tertiary,Low,1,Cement,0,0
Concrete,Concrete,1,0,850.4563708753878,2,Tertiary,Middle,0,Earth,6,0
Concrete,Iron Sheet,1,0,75.14218079781476,4,Tertiary,High,1,Tile,5,0
Mud,Concrete,1,1,255.73360244483513,6,Primary,Middle,1,Cement,2,1
Wood,Thatch,1,0,1531.0935010317216,10,None,Low,0,Earth,0,1
Brick,Thatch,0,1,0.023269510732282228,11,Secondary,Middle,0,Earth,4,1
Concrete,Thatch,1,0,833.1316569645844,8,Tertiary,High,1,Cement,6,0
Concrete,Tile,1,0,1045.0203621711769,12,None,Middle,1,Earth,4,0
Brick,Iron Sheet,0,1,109.2688400019446,8,Primary,High,1,Cement,4,0
Brick,Thatch,1,0,1946.1563259446657,11,Secondary,High,0,Earth,6,1
Concrete,Thatch,0,0,452.2506624993439,6,Tertiary,Middle,0,Tile,4,0
Concrete,Iron Sheet,1,0,608.3974392725618,4,Primary,High,0,Earth,1,0
Brick,Thatch,0,0,607.8850245100547,8,Primary,High,1,Earth,2,1
Concrete,Concrete,1,1,460.83332423469983,13,Secondary,Low,1,Cement,5,0
Mud,Iron Sheet,0,1,2.947644172622832,8,None,Low,0,Earth,4,1
Mud,Iron Sheet,1,0,1458.6895881759926,10,Tertiary,Low,1,Cement,4,1
Brick,Iron Sheet,1,0,1933.6909995985707,14,Tertiary,Low,0,Tile,3,0
Wood,Concrete,0,0,448.5869665700901,1,None,High,1,Cement,2,0
Brick,Iron Sheet,0,1,1326.0943836068448,4,None,Middle,0,Cement,0,1
Brick,Concrete,0,1,1483.7926539174302,4,None,High,1,Earth,2,0
Wood,Iron Sheet,0,1,1696.8507581810495,7,Secondary,High,1,Tile,2,0
Wood,Tile,1,1,845.2583940272183,14,Secondary,High,0,Cement,6,0
Wood,Thatch,1,0,605.8618112808584,14,Tertiary,Middle,0,Earth,6,1
Mud,Tile,0,0,650.5902680460622,11,Secondary,Low,0,Earth,6,1
Concrete,Thatch,1,0,1425.2426661970258,7,Primary,High,0,Cement,5,0
Mud,Concrete,0,1,1633.558933011272,13,Tertiary,High,0,Earth,2,1
Concrete,Tile,0,0,363.2279355132053,11,Secondary,Low,1,Cement,5,0
Mud,Iron Sheet,1,1,741.8820163155304,15,None,High,0,Cement,4,0
Concrete,Thatch,1,1,1803.8803934983,8,Primary,Middle,0,Cement,6,0
Mud,Thatch,1,0,1613.3870393894786,11,None,High,0,Tile,4,1
Wood,Tile,1,0,1969.7168055249517,5,Tertiary,High,0,Cement,6,0
Brick,Concrete,1,0,1508.4965193641615,7,None,Low,0,Earth,1,1
Mud,Tile,1,1,786.3904020558446,8,Secondary,High,1,Tile,5,0
Concrete,Concrete,1,1,1181.2756679892755,15,Secondary,High,0,Earth,5,0
Wood,Concrete,0,0,1322.0285084946406,9,Tertiary,Middle,0,Tile,0,0
Mud,Thatch,0,0,156.9116326342479,3,None,Low,0,Tile,3,1
Mud,Tile,0,1,1088.99391820773,3,Tertiary,Low,1,Tile,2,0
Wood,Tile,0,0,1418.6416569452192,4,None,Middle,1,Tile,0,1
Mud,Concrete,0,1,334.64260800212077,5,Primary,High,0,Earth,5,1
Brick,Tile,1,1,1561.2634348511142,10,Secondary,Low,0,Cement,0,0
Mud,Iron Sheet,0,0,1167.5455610282233,1,Tertiary,Low,1,Earth,1,1
Brick,Iron Sheet,0,0,1904.4435713951893,15,Primary,High,1,Cement,3,0
Brick,Tile,0,0,84.84459641378339,15,Primary,High,1,Earth,5,1
Wood,Tile,0,0,530.6522751109339,7,Tertiary,Low,0,Tile,5,0
Mud,Concrete,0,1,1203.1077585996482,9,Tertiary,High,0,Tile,2,0
Wood,Iron Sheet,0,1,593.1198244118614,8,Primary,Low,1,Cement,6,0
Mud,Iron Sheet,0,1,1428.8483281424844,15,None,High,0,Cement,3,0
Mud,Thatch,1,0,1518.010565043862,15,Primary,High,1,Earth,1,1
Concrete,Concrete,1,1,205.0319281329489,5,Tertiary,Middle,1,Cement,4,0
Mud,Thatch,0,0,1027.7089284135354,14,Primary,High,1,Earth,0,1
Wood,Iron Sheet,1,0,1017.7811111821118,14,None,Middle,0,Cement,2,1
Brick,Concrete,1,0,738.5615404310821,4,Secondary,High,1,Cement,5,1
Mud,Tile,1,0,1865.8497251393442,12,Secondary,Low,1,Cement,4,1
Concrete,Concrete,1,0,1655.0126397464423,7,Primary,Low,0,Tile,1,0
Wood,Tile,0,0,1394.4187638192736,5,None,High,1,Tile,3,0
Mud,Tile,1,1,1428.6532714699952,7,Secondary,High,0,Earth,0,0
Wood,Concrete,1,0,923.4322876262382,12,Primary,Low,1,Cement,2,0
Concrete,Tile,1,1,1841.9890421931518,1,Primary,High,0,Earth,5,0
Concrete,Thatch,0,1,1389.1908545065708,1,None,Middle,1,Cement,5,0
Wood,Iron Sheet,0,0,1457.962123311633,10,Tertiary,Middle,1,Tile,4,0
Mud,Tile,0,0,1723.3818075746906,14,Primary,Middle,1,Tile,4,1
Brick,Thatch,0,0,548.143178684382,13,Tertiary,Middle,1,Cement,0,1
Concrete,Tile,0,1,1614.141807733406,3,Tertiary,Middle,1,Cement,3,0
Mud,Iron Sheet,0,0,390.4812059129841,14,Secondary,High,0,Tile,1,1
Mud,Thatch,0,1,690.6839044897757,11,Tertiary,High,0,Tile,6,0
Brick,Iron Sheet,1,0,671.2209085396854,2,None,Middle,1,Earth,3,1
Concrete,Iron Sheet,1,0,1957.050936778281,2,Secondary,High,1,Tile,3,0
Concrete,Thatch,1,1,1713.0744474958537,7,Secondary,High,1,Cement,3,0
Mud,Thatch,0,1,1402.3397231805195,12,Secondary,Middle,0,Earth,6,1
Mud,Thatch,0,0,1454.1135232307802,10,Primary,High,0,Cement,0,1
Brick,Concrete,0,1,1124.145588805142,2,Primary,High,1,Earth,6,0
Brick,Thatch,0,1,1894.181334217038,11,Tertiary,High,0,Cement,0,0
Concrete,Thatch,0,1,992.5175057647231,4,Secondary,Middle,1,Tile,6,0
Wood,Thatch,1,1,761.0354197397891,2,Secondary,High,1,Cement,1,0
Concrete,Thatch,1,1,326.070673863182,6,None,Low,1,Earth,3,1
Mud,Tile,0,0,1572.4113045221159,8,Tertiary,Low,0,Cement,0,1
Concrete,Concrete,0,0,1468.8878641511828,10,None,Middle,1,Earth,6,1
Wood,Iron Sheet,0,1,768.7100770482698,4,Tertiary,Low,1,Cement,1,0
Brick,Thatch,0,0,50.38682791845872,15,Tertiary,Middle,1,Tile,6,1
Wood,Tile,1,0,1677.9946554360215,5,Primary,Low,0,Tile,5,0
Wood,Tile,0,1,22.835966908147263,4,Primary,Low,0,Cement,1,0
Wood,Tile,0,0,1407.3995592581018,3,None,Low,0,Cement,3,0
Brick,Iron Sheet,0,1,1940.514219452114,5,Tertiary,Middle,1,Cement,2,0
Wood,Thatch,0,1,875.3226562964069,14,Secondary,Middle,0,Earth,3,1
Wood,Concrete,1,0,469.9468099919055,9,Primary,High,1,Cement,2,1
Wood,Concrete,0,1,1409.7420200867634,8,Secondary,Middle,0,Cement,1,0
Mud,Tile,0,1,1634.2562840311703,8,None,Low,1,Earth,5,1
Wood,Iron Sheet,1,1,1092.8606321556947,8,Primary,Low,0,Tile,5,0
Brick,Iron Sheet,1,1,1934.0705505122924,12,Primary,Middle,1,Cement,0,0
Wood,Iron Sheet,1,1,103.3374433159222,8,Tertiary,Middle,0,Cement,5,0
Wood,Concrete,0,0,1009.5911966090563,7,None,Middle,0,Tile,4,1
Brick,Tile,0,0,1436.9078946451002,8,Tertiary,High,0,Tile,1,0
Wood,Thatch,1,1,1725.280942298358,11,Primary,Low,1,Earth,0,1
Brick,Concrete,1,1,358.5112238155801,14,None,High,0,Cement,5,0
Wood,Tile,1,0,1600.0069635273628,8,Primary,High,0,Cement,1,0
Brick,Tile,1,1,1105.4141514370906,13,None,Low,0,Earth,3,0
Wood,Thatch,1,0,793.1073639799264,14,Primary,Low,0,Tile,5,1
Wood,Thatch,1,1,263.43005715818714,8,Secondary,Middle,1,Earth,6,0
Mud,Thatch,0,1,1730.5915178178248,12,Secondary,Middle,0,Tile,2,1
Mud,Iron Sheet,0,1,314.5464163594307,10,Tertiary,High,1,Earth,1,1
Wood,Thatch,0,1,619.5757184181984,7,Secondary,Middle,1,Tile,0,1
Wood,Tile,1,1,580.0910639248738,12,Primary,Middle,1,Earth,3,1
Concrete,Thatch,1,1,1742.8280683817086,1,Primary,Low,1,Tile,4,0
