battery_soc,vehicle_speed_kmh,road_incline_deg,ambient_temp_c,engine_load_pct,altitude_m,trip_duration_min,avg_speed_last_5min,elevation_gain_m,generator_rpm,efficiency_ratio_kwh_per_l,optimal_trigger_soc,generator_active
17.68,83.03,11.01,24.79,37.48,2033.48,144.97,84.25,166.9,1521.51,2.5,48.73,1
64.92,60.73,0.27,0.15,25.76,57.49,137.64,19.15,309.5,1995.97,2.5296,41.16,0
36.0,84.72,-7.1,38.11,33.15,1922.8,80.87,115.85,358.23,3797.58,2.5,44.45,1
50.73,103.29,0.93,1.24,49.03,1295.76,112.67,38.06,263.86,2472.33,2.546,43.95,0
50.90666001403284,75.92,5.89,6.13,69.52,580.87,150.83,116.91,354.31,2775.07,2.7973,46.21,0
82.21,37.46,-7.17,-0.46,81.2,413.96,158.36,42.66,120.45,2872.26,2.5041,46.28,0
76.4,0.0,6.34,-3.4,36.19,810.98,169.67,0.0,216.07,3708.0,2.5,41.35,0
90.87,118.75,-0.95,-7.88,89.01,1991.47,55.77,123.65,60.4,2748.32,2.5,48.01,0
41.14695917320974,43.32,-5.84,34.77,96.87,2138.01,176.04,63.24,22.61,3291.61,2.5,37.73,0
52.71132376188843,93.75,-3.16,-8.97,52.43,1057.28,82.92,85.33,411.92,2067.06,2.516,50.08,0
15.19,104.47,1.32,10.18,11.97,2499.53,29.76,45.27,241.09,2031.65,2.5,38.64,1
50.01498921516743,65.15,-4.77,-9.68,79.74,2185.61,135.32,41.97,62.79,2656.34,2.5,46.74,0
89.19,110.57,-0.02,37.69,91.82,719.78,45.81,113.85,161.86,2809.11,2.5335,41.34,0
13.85,129.51,12.43,8.87,27.43,515.97,101.81,77.52,334.54,2303.05,2.5,59.28,1
92.73,106.13,0.38,29.72,52.98,2188.5,120.74,100.91,57.48,2914.58,2.6618,38.32,0
73.7,122.93,9.3,24.71,13.1,1663.76,128.51,10.71,94.43,2268.72,2.5,52.02,0
16.93,71.98,-3.05,16.71,31.46,1202.43,95.95,125.54,179.0,2624.4,2.5364,39.56,1
66.17,104.2,-0.9,15.33,98.97,1938.87,75.12,94.8,339.57,1591.32,2.5242,39.23,0
77.92,17.03,4.68,1.85,13.82,1623.27,132.63,105.67,426.89,2651.42,2.5,37.59,0
75.49,93.41,11.29,35.98,57.37,207.48,175.82,35.78,353.83,1902.68,2.7775,53.91,0
53.93,6.68,9.84,38.27,82.11,1457.79,20.53,79.07,306.24,3709.51,2.5,39.66,0
65.48,82.74,-6.3,44.03,95.67,2050.55,128.34,109.83,235.2,3945.72,2.5,43.01,0
61.14,59.83,13.85,-0.54,68.69,1648.99,25.05,56.91,292.11,3529.78,2.5,54.44,0
85.91,103.98,-2.89,10.31,12.98,1144.72,161.81,49.56,333.84,3876.76,2.5,43.18,0
76.01,4.65,10.07,25.07,55.4,2007.6,66.97,123.41,405.61,3977.57,2.5,38.61,0
16.31,23.45,-8.63,35.72,41.36,500.06,146.47,32.79,4.49,3866.49,2.5,42.06,1
35.07,52.63,-1.33,-9.94,76.64,1945.09,167.52,14.39,412.4,2178.75,2.6599,41.75,1
60.0,107.3,0.91,40.1,91.61,459.01,33.12,116.48,181.08,2322.92,2.8422,42.55,0
67.41,91.93,11.2,38.32,48.79,681.11,15.16,99.87,145.96,3208.05,2.5,52.69,0
34.45813211382079,23.08,-0.71,7.13,15.27,376.45,150.46,88.95,243.6,2397.3,2.5,33.91,0
78.32,98.04,5.88,11.88,24.03,398.6,82.33,129.98,150.66,3615.81,2.5,47.57,0
37.32,7.35,6.28,-3.09,75.89,1239.65,138.33,5.37,42.48,2390.5,2.7116,41.14,1
90.54,0.0,-0.75,-3.76,62.51,1975.46,151.69,0.0,90.94,3523.26,2.5,32.45,0
93.58,6.75,-4.92,43.91,46.22,1956.41,179.72,62.26,321.12,2475.45,2.5,32.77,0
68.79,110.85,0.42,9.85,83.63,0.87,119.23,8.41,389.49,1866.18,2.7709,43.35,0
92.42,68.93,-12.1,15.81,28.76,374.83,151.9,74.29,76.89,3066.93,2.5,51.72,0
16.26,60.64,5.32,37.36,31.85,739.95,101.36,60.84,416.89,2851.7,2.5,41.9,1
59.34424347140902,113.53,12.31,26.44,81.85,1617.24,78.47,32.91,227.01,3775.23,2.5,54.64,0
12.04,38.26,3.53,42.09,52.98,1522.03,114.03,44.3,314.41,1873.38,2.6718,35.61,1
74.02,119.32,-0.53,25.89,32.1,1400.79,20.85,118.96,467.65,2708.64,2.5959,41.6,0
41.38,128.97,-14.54,25.41,39.47,870.89,104.74,37.08,342.81,3869.86,2.5,60.59,1
83.97,92.24,-2.48,27.8,65.66,1060.84,75.62,59.26,238.25,2600.18,3.164,41.5,0
44.85,102.71,9.6,28.54,56.42,2245.44,150.26,45.2,114.51,1573.21,2.592,48.88,1
26.07,31.33,13.22,31.46,70.42,941.19,35.46,75.57,439.99,1650.21,2.6552,47.6,1
35.41,90.17,-14.05,31.57,96.78,1891.12,99.36,99.72,110.47,2537.85,2.5,53.48,1
35.2,62.36,11.48,44.45,81.37,172.58,3.44,83.53,91.64,3380.84,2.5,50.63,1
44.15680118430883,10.48,-9.59,11.41,37.22,1247.13,56.13,28.45,338.96,3745.59,2.5,40.22,0
18.57,78.24,-12.17,0.07,39.41,47.81,91.55,5.77,194.34,2182.98,2.5,57.51,1
24.0,66.91,13.74,6.85,12.28,1871.68,69.03,111.6,50.84,2809.89,2.5,51.73,1
36.54,46.59,14.75,3.03,21.62,2440.01,82.02,71.92,330.28,3182.25,2.5,50.98,1
58.22,0.5,10.05,-5.7,65.01,788.45,113.03,2.26,349.39,1505.33,2.5,46.82,0
83.32,41.1,-14.7,14.11,59.79,2440.54,158.76,68.37,401.32,2168.55,2.5,47.5,0
93.52,0.0,-2.68,-6.43,32.87,1308.33,38.45,0.0,33.48,3261.77,2.5,37.17,0
18.7,37.05,13.48,23.11,71.22,1377.72,133.61,35.56,218.26,2871.48,2.5622,47.7,1
65.1,100.53,-13.81,-3.35,74.35,674.28,37.3,86.53,217.63,1580.64,2.5,62.16,0
17.31,56.51,14.89,24.41,55.02,752.75,143.5,16.39,46.58,1838.18,2.534,52.88,1
75.91,0.0,10.21,-5.3,23.93,1949.55,100.81,0.0,66.3,3777.39,2.5,44.47,0
60.05,75.6,8.86,18.39,37.63,2272.45,132.6,72.48,434.05,2977.25,2.5,44.81,0
35.23,38.51,-2.42,-2.12,83.93,1432.19,134.2,106.15,375.54,2275.16,2.6107,39.33,1
89.8,93.47,2.06,7.97,85.6,1863.61,31.4,77.31,31.46,3934.38,2.5,40.34,0
65.54,67.42,-8.19,27.03,56.73,1676.21,26.17,17.26,477.95,2235.37,2.7128,44.25,0
61.08,8.22,14.09,-5.85,12.85,1504.56,25.54,45.09,69.19,1639.06,2.5,51.19,0
50.5,26.72,-10.5,-3.15,10.69,529.7,134.52,4.92,85.11,2413.93,2.5,49.88,0
10.58,22.27,-10.04,32.68,26.46,981.6,41.49,38.81,272.39,3899.15,2.5,42.65,1
10.13,125.2,10.19,25.47,72.42,1627.03,161.62,120.98,397.48,1743.25,2.7056,53.42,1
66.91,123.96,-6.8,-7.67,93.58,275.94,65.31,72.3,149.77,2291.14,2.5147,58.98,0
47.18,57.06,-3.08,-2.78,95.01,693.96,172.06,51.71,79.57,1863.66,2.5,44.0,0
34.41,105.95,11.93,9.72,79.84,1213.94,20.73,95.29,203.65,3586.37,2.5,54.23,1
73.55,112.04,0.89,27.34,48.6,34.92,150.63,109.65,392.77,3661.79,2.5849,43.93,0
66.88,104.34,0.69,30.35,88.51,1601.89,86.63,124.48,438.88,1783.85,2.7321,39.66,0
29.87,56.09,-14.48,11.61,20.17,796.7,68.1,98.66,284.81,2213.63,2.5,52.25,1
69.51,79.26,14.78,30.62,75.48,1843.59,94.34,119.41,472.89,3100.62,2.5,53.19,0
32.96,126.19,0.6,32.04,50.84,1807.05,124.21,106.14,150.21,3807.91,2.5,41.67,1
43.86,42.59,-4.99,5.29,21.54,160.06,170.62,34.6,200.15,3582.38,2.5,42.47,0
37.86,98.61,11.21,12.27,68.2,1122.49,102.32,89.78,173.2,2729.69,2.5928,52.59,1
65.96,84.01,-3.15,39.83,69.35,1891.38,104.91,113.98,472.34,3573.51,2.5951,39.69,0
77.73,109.6,-3.31,34.6,96.83,287.46,165.76,15.45,239.06,1852.31,2.6843,46.04,0
77.14,80.52,4.03,44.09,41.95,1636.14,122.13,53.78,456.8,3010.68,2.5,40.85,0
54.01536565333545,75.18,-10.92,-1.08,80.66,1701.7,64.78,71.65,483.96,3760.9,2.5,52.81,0
24.63,119.21,12.03,42.47,16.03,362.95,32.62,70.89,428.38,3715.71,2.5,57.47,1
90.71,74.24,-10.16,18.11,27.49,2123.72,69.54,42.53,468.47,1518.25,2.5,46.51,0
51.33046169556581,23.78,12.13,26.64,83.2,94.9,92.02,74.76,300.76,1673.21,2.811,47.11,0
86.97,63.71,14.35,21.71,38.02,1925.35,57.26,64.05,309.44,3180.44,2.5,50.72,0
68.31,24.15,5.73,42.53,93.52,1688.3,179.26,111.76,76.13,1542.27,2.5,36.29,0
12.13,57.77,6.58,32.12,28.99,1692.46,150.23,35.43,96.58,2911.96,2.5,41.18,1
68.52,45.96,-8.65,7.38,21.98,342.48,108.45,94.2,313.4,3199.98,2.5,46.05,0
37.52098609849454,0.9,6.0,22.24,59.32,457.14,142.66,38.79,436.87,3413.76,2.57,36.39,0
55.89,106.47,-8.84,21.41,54.93,647.22,32.42,79.12,280.67,2321.61,2.8959,51.6,0
12.05,67.5,-6.5,19.29,65.65,2477.51,10.55,83.94,465.51,3223.86,2.6179,40.63,1
29.56,70.61,7.95,28.07,36.28,2458.5,84.71,99.74,243.55,1820.97,2.5,42.77,1
70.03,127.84,-8.81,28.11,23.03,205.32,70.58,2.13,430.07,2935.11,2.5,54.91,0
24.09,3.98,-1.64,43.38,98.64,1397.45,30.85,125.71,328.29,1889.92,2.5153,29.63,1
37.35,79.11,2.11,-0.59,66.43,639.15,39.23,80.43,241.78,1785.89,2.7504,44.62,1
55.74,0.0,-11.64,-4.89,36.5,192.43,21.58,0.0,390.14,2066.03,2.5,49.54,0
6.11,111.9,12.56,43.37,42.85,1554.01,164.75,10.27,200.76,3183.19,2.5,54.88,1
77.68,60.77,-10.05,2.83,22.18,2353.87,161.83,36.34,471.44,2321.99,2.5,47.23,0
24.51,124.14,-0.49,34.06,30.9,383.24,131.48,122.4,133.48,1888.84,2.7044,44.15,1
51.249364242243786,73.0,-8.97,7.05,45.35,794.34,164.21,22.08,407.9,2632.55,2.5,48.78,0
51.57,98.97,-7.87,-5.57,93.08,850.52,12.46,79.11,50.67,3150.82,2.5,55.39,1
51.1,101.32,0.3,27.12,62.99,505.41,122.21,109.64,355.53,2769.19,3.0263,41.04,0
45.15,102.7,-7.16,8.69,63.05,173.81,3.92,26.13,246.54,2046.55,2.8579,50.62,1
20.44,30.49,-14.07,-4.79,79.45,2378.27,152.47,103.26,290.99,1738.26,2.5,51.56,1
42.01,28.33,1.73,32.4,59.18,124.16,78.51,51.64,114.49,3599.18,2.6685,35.1,0
6.99,44.55,-14.86,31.37,62.16,1702.92,149.18,20.74,357.87,3937.65,2.5,49.57,1
36.91,101.51,0.2,-1.07,24.3,1746.06,175.26,93.45,477.98,2444.63,2.5,42.89,1
47.17,113.96,0.09,1.14,25.99,46.03,144.98,114.1,113.55,3213.38,2.5,46.71,0
25.45,20.67,-13.99,12.49,95.71,39.3,154.56,25.32,463.98,2172.81,2.5,49.09,1
76.01,121.9,7.57,12.27,16.51,2247.04,146.81,67.23,72.28,2513.13,2.5,48.66,0
34.28,128.62,-0.72,-1.33,79.26,496.05,46.6,106.97,199.11,1829.32,2.6531,49.24,1
11.05,30.37,12.63,38.78,90.25,1247.38,114.02,62.63,206.63,2011.71,2.5,46.17,1
44.90480123159129,9.41,11.71,23.84,55.51,2040.51,136.48,115.08,409.58,3097.18,2.5,41.06,0
63.62,11.41,-4.45,-0.11,54.64,2410.01,118.84,55.36,105.86,1665.47,2.5,35.88,0
92.18,76.48,0.58,18.57,50.56,16.27,72.54,106.83,454.48,3534.87,2.6731,39.49,0
18.53,80.84,12.65,-3.63,18.87,1026.47,177.07,90.55,104.31,3652.29,2.5,57.91,1
78.72,125.87,-0.86,39.92,52.79,1830.63,139.11,97.69,152.85,1799.22,2.7846,41.89,0
93.1,49.3,-8.92,28.02,87.6,1723.72,25.8,48.3,476.69,2282.98,2.6948,42.95,0
76.77,0.0,-8.11,-5.34,80.7,2465.7,66.46,0.0,117.63,3950.91,2.5,40.94,0
49.63,114.79,-6.59,4.74,96.95,1778.81,120.76,71.27,276.8,1789.11,2.5,49.7,1
27.94,43.83,-0.15,-1.38,82.37,2116.08,120.03,55.75,229.39,3439.19,2.5,35.56,1
55.79,59.79,13.56,0.15,15.28,2023.34,86.69,13.98,393.9,3900.86,2.5,53.06,0
45.18056243104481,24.86,-7.48,24.96,25.71,3.3,19.05,28.79,174.23,3001.8,2.5,41.84,0
21.31,106.31,0.2,6.97,21.93,1550.6,30.96,119.56,432.17,1531.96,2.5,40.62,1
56.71100359298354,123.31,5.45,-5.61,45.11,2054.56,126.07,39.72,400.82,3078.28,2.5,52.9,0
36.98,25.54,-6.25,28.23,62.01,522.8,169.15,5.3,123.67,2472.09,3.0518,39.4,1
64.98,96.91,-8.71,-6.96,82.0,2496.1,102.37,6.84,15.95,2241.35,2.5,53.43,0
55.66,72.88,2.07,6.45,40.99,1655.33,99.11,125.93,269.87,1875.08,2.5315,39.0,0
37.1322699532921,27.7,1.11,26.92,15.74,970.38,147.03,47.61,251.12,1759.96,2.5,32.59,0
31.7,111.27,2.69,-7.8,83.06,2355.59,130.33,19.24,484.97,1998.0,2.5,48.48,1
40.53,21.16,-3.18,11.99,88.96,2443.5,22.56,61.35,227.95,2969.77,2.5,31.37,0
17.08,113.61,14.17,0.57,66.22,521.14,110.22,27.43,370.2,2939.11,2.5994,62.84,1
73.15,21.7,-0.95,32.21,83.39,2219.83,120.53,48.05,390.05,3617.29,2.5,29.2,0
20.02,15.99,-6.77,-3.35,69.88,775.47,162.25,102.75,132.04,3485.19,2.5,43.76,1
44.72,34.73,1.25,-5.27,86.93,863.34,165.76,35.38,177.74,1700.68,2.5272,39.89,0
60.53,121.86,0.63,29.83,59.97,1119.17,22.92,127.88,321.82,1695.02,2.9013,42.58,0
85.16,44.53,13.43,36.44,33.03,2371.19,145.56,44.31,248.4,2449.32,2.5,46.51,0
16.65,77.88,-12.0,3.64,20.58,1706.74,171.15,56.48,197.21,3440.84,2.5,52.52,1
92.84,66.04,13.35,39.59,51.35,1706.35,120.81,107.28,28.39,3053.55,2.5,50.23,0
25.99,19.44,9.98,17.65,63.76,794.36,71.7,36.6,8.05,3631.06,2.5,42.63,1
19.08,29.99,0.06,30.25,52.41,2071.98,113.79,6.8,388.54,3441.0,2.612,29.39,1
55.35,26.49,-4.71,36.2,39.01,1040.65,9.93,104.29,473.68,3460.07,2.5,36.63,0
62.09,29.15,7.22,18.48,88.31,2267.21,73.2,88.36,121.07,1886.06,2.531,37.49,0
49.20744950150563,5.65,10.49,-6.01,92.81,1206.51,133.89,87.32,140.4,1780.32,2.5,47.23,0
9.48,121.44,0.05,-5.15,11.3,1367.02,136.39,113.8,304.43,3910.09,2.5,47.4,1
29.48,51.78,-13.25,35.99,49.78,1740.15,145.38,40.61,328.86,2142.99,2.6019,48.39,1
49.07271345377991,19.28,13.05,0.99,66.26,2184.28,173.46,128.5,361.12,1984.44,2.5,47.12,0
21.1,118.89,14.25,4.23,98.12,1101.4,160.01,59.12,245.64,1536.09,2.5,60.92,1
33.34,116.45,0.47,-7.9,15.49,1487.37,41.08,119.82,445.56,3682.1,2.5,48.19,1
70.81,6.2,5.65,1.71,73.64,2363.18,50.05,54.71,242.89,3275.04,2.5,36.09,0
87.13,103.23,14.96,32.1,27.48,2099.73,117.79,102.17,182.57,3327.69,2.5,55.66,0
20.13,35.91,3.53,28.44,97.2,1128.03,23.81,33.99,455.55,2829.53,2.6371,36.12,1
51.37,111.56,7.67,14.83,55.99,765.66,176.72,68.8,170.71,2552.54,2.6934,50.54,0
51.57849191842604,108.66,11.27,12.45,46.97,2483.65,105.24,24.98,14.14,3635.35,2.5,51.09,0
17.77,128.14,1.54,10.07,60.83,1659.34,70.5,101.15,26.19,3901.37,2.5,43.31,1
34.46,52.8,11.12,6.48,34.37,108.96,66.09,91.8,36.35,3538.84,2.5,50.63,1
48.70465528266196,0.0,11.03,-3.91,54.13,2353.87,62.5,0.0,394.7,2743.37,2.5,44.09,0
54.17,88.97,-7.44,7.88,65.35,845.85,133.55,108.91,362.7,2891.43,2.7249,48.35,0
68.98,104.6,14.71,40.18,46.35,1853.77,166.74,101.55,189.1,2643.61,2.5,56.01,0
46.73,27.02,4.81,8.07,29.61,413.85,136.64,97.75,308.42,3491.58,2.5,38.83,0
54.81,88.48,8.93,30.32,81.17,1476.2,52.8,35.93,331.38,2566.39,2.636,47.97,0
31.9,111.04,0.5,-8.09,16.76,588.39,147.15,111.19,52.74,2099.22,2.5,49.47,1
53.32819941180447,98.1,9.34,26.74,46.22,376.43,27.58,2.59,455.88,3033.23,2.5754,51.77,0
75.89,97.01,8.02,37.73,37.42,1807.67,58.16,91.88,207.18,1798.88,2.5,47.2,0
73.18,119.41,7.91,22.72,96.58,994.34,51.43,54.32,397.49,2498.64,2.5412,51.28,0
36.79,14.21,-4.96,-3.64,11.29,1003.53,5.75,78.65,408.89,3750.66,2.5,41.04,1
65.45,20.34,-10.11,30.52,25.94,1363.6,72.25,84.3,426.62,2909.32,2.5,41.75,0
83.67,112.32,-0.93,-8.26,56.23,1540.54,12.69,113.46,459.65,3668.44,2.5,48.3,0
9.21,112.68,12.93,0.96,55.24,20.72,160.68,31.17,440.05,2286.52,2.62,62.09,1
21.85,14.88,-2.11,25.59,78.18,486.71,179.87,93.62,419.31,2278.96,3.0776,33.28,1
46.14952124083374,96.83,-2.84,18.75,59.79,1143.45,102.76,82.21,15.04,3817.07,2.584,42.29,0
44.03,24.0,-10.01,-9.15,84.85,574.42,128.41,4.9,202.08,2717.34,2.5,51.29,1
9.47,100.75,-0.79,18.33,42.22,808.91,40.43,118.07,333.85,2040.45,2.7128,40.96,1
94.7,77.2,1.97,21.45,27.48,1629.96,30.76,81.21,341.66,2981.18,2.5,38.01,0
15.93,114.38,-0.23,5.29,37.25,1828.17,118.09,122.24,409.11,3683.99,2.5,41.7,1
60.23,120.3,-6.17,42.11,81.26,2088.7,6.47,22.37,158.03,3729.89,2.5,47.11,0
62.06,46.76,-6.7,-9.73,15.86,1036.92,148.32,116.5,216.0,2568.69,2.5,49.25,0
11.45,123.84,7.09,20.76,95.49,1934.82,111.76,52.27,407.72,2843.7,2.5,48.93,1
40.08,49.2,-10.11,12.18,58.88,583.66,158.63,121.44,23.05,2558.66,2.6956,46.64,1
73.77,0.0,2.26,-8.74,43.32,1446.14,142.51,0.0,266.27,1922.39,2.5,37.32,0
37.03398432630603,0.0,2.31,-1.76,59.53,1371.15,126.15,0.0,440.06,3135.9,2.5793,34.73,0
24.24,91.33,12.62,33.37,75.56,2359.28,94.2,127.81,422.65,3780.0,2.5,50.96,1
40.38,26.4,-9.61,35.71,78.66,2100.3,68.44,55.77,139.16,3550.22,2.5,40.38,1
55.69594831202677,81.05,13.38,1.53,49.7,2312.26,177.07,85.59,285.29,1949.25,2.5,54.17,0
11.02,72.85,12.06,-9.86,70.06,2111.9,64.97,91.64,337.18,3831.84,2.5,56.6,1
77.69,128.33,0.09,42.55,67.82,774.46,46.97,106.63,10.81,1742.37,3.0615,43.37,0
63.28,66.02,-8.59,38.06,12.22,1114.8,119.26,56.99,338.78,2786.13,2.5,45.7,0
24.45,103.72,-6.39,9.45,53.14,2221.66,54.25,57.76,481.56,3091.03,2.5,45.41,1
34.95,13.55,11.92,21.74,46.66,2493.59,128.27,104.1,136.36,2341.46,2.5,40.88,1
35.40566455105856,55.43,-1.47,17.8,69.58,1756.26,141.32,56.58,383.42,2760.01,2.8807,34.65,0
89.07,100.23,0.45,23.93,81.94,2348.08,129.64,124.65,55.94,2497.84,2.7481,37.41,0
12.02,39.78,9.89,41.28,89.2,2088.31,87.64,1.85,442.69,3140.53,2.5,42.28,1
22.2,66.61,-1.84,-4.57,26.55,59.89,116.01,25.43,493.77,1898.4,2.5,45.6,1
89.5,78.24,-0.67,2.92,87.24,306.47,8.51,43.49,206.27,3392.07,2.5,42.05,0
37.26866125151024,12.12,7.42,12.16,89.21,1718.48,8.7,126.25,8.48,3050.22,2.5,36.87,0
58.05,79.36,-13.13,40.54,43.49,795.58,163.37,56.08,296.59,3018.02,2.5,53.32,0
48.6,0.0,8.23,-7.6,19.66,1486.0,17.1,0.0,348.13,3688.04,2.5,43.94,0
11.2,18.43,-13.24,10.79,49.8,347.08,115.15,79.2,105.27,1879.7,2.5,47.32,1
70.68,120.35,-0.24,3.59,14.79,1197.45,113.25,90.36,90.02,2770.36,2.5,44.34,0
9.75,125.36,-7.46,32.57,90.75,2434.85,166.01,46.54,287.16,2770.09,2.5,48.55,1
83.73,11.91,0.62,43.25,24.79,1981.23,30.07,85.8,421.67,3071.95,2.5,28.16,0
55.02,125.12,-7.38,23.97,23.12,1325.72,29.18,3.49,103.58,2328.68,2.5,50.64,0
29.83,89.78,-2.05,1.75,30.35,1742.54,90.32,102.91,194.12,3176.17,2.5,42.63,1
26.6,123.09,-11.73,21.27,61.23,365.53,28.66,3.42,270.49,2335.93,2.8457,57.55,1
76.05,41.9,-6.0,4.48,21.53,776.37,153.01,27.31,153.53,2176.34,2.5,42.69,0
55.81,0.0,12.62,-3.06,10.39,27.88,33.82,0.0,366.73,3016.55,2.5,50.31,0
74.13,77.58,7.22,-3.54,68.97,595.12,63.4,94.56,210.55,3050.86,2.6078,51.84,0
86.55,95.69,8.3,-0.95,75.13,34.41,51.52,128.01,380.19,2020.54,2.6056,55.31,0
32.41,66.52,-9.24,33.79,69.27,595.77,88.03,54.92,220.43,2835.92,2.7863,47.57,1
85.34,111.83,-0.35,44.03,36.91,2044.37,123.5,103.07,96.0,3868.77,2.5,39.23,0
71.92,68.61,2.32,-1.9,14.93,2394.7,77.66,104.76,2.25,2091.6,2.5,40.67,0
38.22,104.09,0.18,38.68,89.72,1907.05,102.68,104.73,319.73,3216.46,2.5733,38.41,1
18.18,28.43,3.62,-9.92,16.17,1558.85,40.61,112.22,150.74,1692.78,2.5,42.47,1
72.06,50.4,0.33,41.96,53.52,2034.15,158.23,115.93,450.66,2505.78,2.8381,32.14,0
90.79,90.61,13.75,38.46,78.33,2098.1,11.02,52.67,311.46,1866.48,2.5,52.76,0
32.98,17.77,-5.09,-0.04,59.23,467.65,80.73,4.9,115.15,1577.36,2.6709,41.24,1
40.22,25.39,5.38,22.1,38.89,1768.14,142.69,112.6,459.67,2033.63,2.5398,35.85,0
41.804942507923194,47.11,5.43,24.39,31.72,1397.16,97.86,65.45,254.87,3036.34,2.5,39.16,0
53.93980878210762,108.32,3.1,-5.17,50.66,1662.96,118.6,43.56,149.61,1912.91,2.5,48.96,0
60.16601938868217,57.28,12.95,-0.62,16.01,216.82,25.1,30.17,398.82,2727.22,2.5,55.96,0
31.19,96.97,11.52,11.61,99.22,2068.5,53.94,127.66,241.68,3183.45,2.5,50.88,1
33.23,63.39,6.19,22.81,84.12,1027.13,110.8,88.88,328.54,2369.59,2.8285,42.69,1
33.17,124.06,0.37,10.58,58.35,1963.27,105.75,107.87,74.97,2137.69,2.7225,40.83,1
67.5,77.93,-5.5,23.85,79.17,1049.13,33.84,90.01,120.4,3788.65,2.5,43.49,0
80.86,3.64,-3.27,14.97,93.96,1291.88,136.79,52.41,100.06,3067.55,2.5,31.76,0
56.47,100.22,0.4,37.26,13.08,1209.63,36.16,105.35,159.26,3602.22,2.5,39.62,0
65.07,5.06,1.55,18.97,11.34,1262.93,95.63,77.61,441.28,2039.05,2.5,29.92,0
92.85,92.93,-2.15,-6.58,29.08,357.13,81.84,53.28,389.78,2640.32,2.5,49.22,0
50.01,71.77,-6.14,15.6,19.01,2133.14,118.13,53.89,12.74,2329.57,2.5,41.38,0
44.0,9.69,10.59,19.31,66.71,219.54,12.1,32.87,202.46,3964.37,2.5056,43.39,0
55.49,104.88,0.98,29.21,47.18,234.2,126.21,116.35,499.43,2492.23,2.9524,42.81,0
83.09,57.25,2.17,33.38,24.43,1849.66,23.34,1.51,483.62,2507.51,2.5,35.51,0
21.56,85.33,-10.16,17.36,98.22,1631.72,52.27,31.82,10.08,1843.68,2.5,48.77,1
32.55,4.8,12.74,1.04,14.16,2078.03,149.91,74.37,136.84,3217.19,2.5,45.27,1
76.33,92.92,2.85,36.64,67.97,2148.44,60.6,58.29,145.03,3426.49,2.6295,39.84,0
81.29,0.0,-4.68,-7.21,42.2,960.56,166.74,0.0,163.29,2426.13,2.5,40.58,0
54.19262198895693,94.07,-10.96,11.69,97.05,1967.06,28.98,113.47,317.03,2242.94,2.5,50.07,0
22.4,107.56,-0.72,20.22,35.44,1999.73,79.34,104.34,389.12,2221.13,2.6767,39.28,1
17.71,1.48,8.82,24.23,97.07,63.83,85.78,109.84,415.91,3077.98,2.5,40.63,1
13.74,16.18,10.95,2.52,23.72,1433.67,150.05,12.36,78.05,3091.17,2.5,45.13,1
19.7,129.45,7.94,41.46,41.95,1478.59,63.04,17.28,224.96,3248.67,2.5,51.51,1
33.24,108.8,13.79,6.92,38.57,468.79,130.19,26.84,138.9,3753.15,2.5,59.4,1
67.13,109.44,-0.55,-5.52,93.48,1234.41,96.72,114.82,330.74,2890.24,2.5,47.03,0
39.158958915493926,0.0,1.99,-4.44,41.91,1399.86,102.52,0.0,351.07,2822.2,2.5,35.36,0
56.74,109.63,0.61,8.64,81.46,1737.88,167.24,122.98,210.88,1702.74,2.559,40.45,0
51.16,15.87,6.95,29.87,17.1,2370.07,56.55,103.57,33.4,3025.53,2.5,35.43,0
46.33,73.22,-2.88,36.92,25.03,2095.4,118.9,23.0,175.09,2935.77,2.5,37.71,0
37.73,97.73,-12.15,-1.19,64.03,2242.01,38.8,75.58,37.99,1771.98,2.5,55.85,1
20.45,67.02,12.64,11.53,50.96,1348.33,128.9,65.49,249.8,3362.44,2.5,50.2,1
51.99,103.44,-0.08,10.83,20.71,788.98,142.62,126.51,311.79,2839.58,2.5,40.45,0
16.54,16.81,-3.73,-9.2,27.7,2331.69,64.92,120.97,194.96,1870.12,2.5,39.43,1
70.17,11.94,3.86,28.3,12.15,1910.08,62.23,45.01,172.66,3198.08,2.5,32.19,0
89.45,115.45,-8.79,-4.18,81.18,1345.98,174.98,11.08,54.57,3026.27,2.5,56.85,0
46.66241890777904,101.43,-0.57,4.76,78.48,1093.87,21.26,116.2,181.18,3261.16,2.5581,42.3,0
78.84,56.87,-3.23,-2.66,17.42,1164.03,51.73,64.39,353.83,2786.89,2.5,43.17,0
8.99,109.02,-2.65,44.57,75.76,400.01,31.77,37.69,393.72,3324.35,2.6292,44.96,1
36.40551787137538,15.04,-4.15,26.9,85.9,1243.92,7.89,59.69,378.26,2794.35,2.763,34.23,0
28.92,5.12,-3.39,-9.61,29.4,888.61,174.33,90.26,325.28,2393.49,2.5,40.73,1
43.88,87.77,-10.77,36.01,72.48,545.88,127.75,87.05,235.47,3406.96,2.526,51.96,1
53.72,25.96,-14.37,14.92,98.51,2035.85,104.62,123.1,443.41,2975.22,2.5,46.17,0
63.52,29.93,2.98,35.76,89.24,508.06,80.09,73.8,437.28,3274.5,2.5374,36.01,0
71.23,85.47,3.38,4.36,13.61,1360.37,57.23,43.66,495.4,1573.25,2.5,43.45,0
53.8,121.57,5.05,37.68,56.41,1340.47,40.82,1.77,453.17,3603.73,2.5,47.41,0
