Species,IUCN_Status
Mantidactylus noralottae,DATA_DEFICIENT
Mantidactylus opiparis,LEAST_CONCERN
Mantidactylus pauliani,CRITICALLY_ENDANGERED
Mantidactylus tricinctus,VULNERABLE
Mantidactylus ulcerosus,LEAST_CONCERN
Mantidactylus zipperi,LEAST_CONCERN
Mantidactylus zolitschka,CRITICALLY_ENDANGERED
Spinomantis aglavei,LEAST_CONCERN
Spinomantis bertini,NEAR_THREATENED
Spinomantis brunae,ENDANGERED
Spinomantis elegans,NEAR_THREATENED
Spinomantis fimbriatus,LEAST_CONCERN
Spinomantis guibei,VULNERABLE
Spinomantis massi,VULNERABLE
Spinomantis microtis,ENDANGERED
Spinomantis nussbaumi,CRITICALLY_ENDANGERED
Spinomantis peraccae,LEAST_CONCERN
Spinomantis phantasticus,LEAST_CONCERN
Spinomantis tavaratra,VULNERABLE
Tsingymantis antitra,ENDANGERED
Wakea madinika,DATA_DEFICIENT
Borneophrys edwardinae,
Brachytarsophrys carinense,
Brachytarsophrys chuannanensis,
Brachytarsophrys feae,
Brachytarsophrys intermedia,
Leptobrachella baluensis,LEAST_CONCERN
Leptobrachella brevicrus,NEAR_THREATENED
Leptobrachella mjobergi,DATA_DEFICIENT
Leptobrachella natunae,DATA_DEFICIENT
Leptobrachella palmata,CRITICALLY_ENDANGERED
Leptobrachella parva,LEAST_CONCERN
Leptobrachella serasanae,NEAR_THREATENED
Leptobrachium abbotti,LEAST_CONCERN
Leptobrachium ailaonicum,LEAST_CONCERN
Leptobrachium banae,LEAST_CONCERN
Leptobrachium boringii,ENDANGERED
Leptobrachium buchardi,ENDANGERED
Leptobrachium chapaense,LEAST_CONCERN
Leptobrachium guangxiense,VULNERABLE
Leptobrachium gunungense,NEAR_THREATENED
Leptobrachium hainanense,VULNERABLE
Leptobrachium hasseltii,LEAST_CONCERN
Leptobrachium hendricksoni,LEAST_CONCERN
Leptobrachium huashen,LEAST_CONCERN
Leptobrachium leishanense,ENDANGERED
Leptobrachium liui,LEAST_CONCERN
Leptobrachium lumadorum,LEAST_CONCERN
Leptobrachium mangyanorum,VULNERABLE
Leptobrachium montanum,LEAST_CONCERN
Leptobrachium mouhoti,LEAST_CONCERN
Leptobrachium ngoclinhense,ENDANGERED
Leptobrachium nigrops,LEAST_CONCERN
Leptobrachium nokrekensis,
Leptobrachium promustache,ENDANGERED
Leptobrachium pullum,LEAST_CONCERN
Leptobrachium smithi,LEAST_CONCERN
Leptobrachium tagbanorum,VULNERABLE
Leptobrachium waysepuntiense,LEAST_CONCERN
Leptobrachium xanthospilum,ENDANGERED
Leptolalax aereus,
Leptolalax alpinus,
Leptolalax applebyi,
Leptolalax arayai,
Leptolalax bourreti,
Leptolalax croceus,
Leptolalax dringi,
Leptolalax fuliginosus,
Leptolalax gracilis,
Leptolalax hamidi,
Leptolalax heteropus,
Leptolalax kajangensis,
Leptolalax kecil,
Leptolalax khasiorum,
Leptolalax lateralis,
Leptolalax liui,
Leptolalax maurus,
Leptolalax melanolecus,
Leptolalax melicus,
Leptolalax nahangensis,
Leptolalax oshanensis,
Leptolalax pelodytoides,
Leptolalax pictus,
Leptolalax pluvialis,
Leptolalax solus,
Leptolalax sungi,
Leptolalax tamdil,
Leptolalax tuberosus,
Leptolalax ventripunctatus,
Megophrys kobayashii,LEAST_CONCERN
Megophrys ligayae,NEAR_THREATENED
Megophrys montana,LEAST_CONCERN
Megophrys nasuta,LEAST_CONCERN
Megophrys stejnegeri,LEAST_CONCERN
Ophryophryne gerti,
Ophryophryne hansi,
Ophryophryne microstoma,
Ophryophryne pachyproctus,
Ophryophryne synoria,
Oreolalax chuanbeiensis,ENDANGERED
Oreolalax granulosus,NEAR_THREATENED
Oreolalax jingdongensis,VULNERABLE
Oreolalax liangbeiensis,CRITICALLY_ENDANGERED
Oreolalax lichuanensis,LEAST_CONCERN
Oreolalax major,LEAST_CONCERN
Oreolalax multipunctatus,ENDANGERED
Oreolalax nanjiangensis,VULNERABLE
Oreolalax omeimontis,ENDANGERED
Oreolalax pingii,ENDANGERED
Oreolalax popei,LEAST_CONCERN
Oreolalax puxiongensis,ENDANGERED
Oreolalax rhodostigmatus,VULNERABLE
Oreolalax rugosus,LEAST_CONCERN
Oreolalax schmidti,NEAR_THREATENED
Oreolalax weigoldi,DATA_DEFICIENT
Oreolalax xiangchengensis,LEAST_CONCERN
Scutiger adungensis,DATA_DEFICIENT
Scutiger bhutanensis,DATA_DEFICIENT
Scutiger boulengeri,LEAST_CONCERN
Scutiger brevipes,DATA_DEFICIENT
Scutiger chintingensis,VULNERABLE
Scutiger glandulatus,LEAST_CONCERN
Scutiger gongshanensis,LEAST_CONCERN
Scutiger jiulongensis,ENDANGERED
Scutiger liupanensis,ENDANGERED
Scutiger maculatus,CRITICALLY_ENDANGERED
Scutiger mammatus,LEAST_CONCERN
Scutiger muliensis,ENDANGERED
Scutiger nepalensis,NEAR_THREATENED
Scutiger ningshanensis,LEAST_CONCERN
Scutiger nyingchiensis,LEAST_CONCERN
Scutiger pingwuensis,ENDANGERED
Scutiger sikimmensis,LEAST_CONCERN
Scutiger tuberculatus,VULNERABLE
Scutiger wanglangensis,VULNERABLE
Xenophrys aceras,
Xenophrys auralensis,
Xenophrys baluensis,
Xenophrys baolongensis,
Xenophrys binchuanensis,
Xenophrys binlingensis,
Xenophrys boettgeri,
Xenophrys brachykolos,
Xenophrys caudoprocta,
Xenophrys damrei,
Xenophrys daweimontis,
Xenophrys dringi,
Xenophrys gigantica,
Xenophrys glandulosa,
Xenophrys huangshanensis,
Xenophrys jingdongensis,
Xenophrys kuatunensis,
Xenophrys lekaguli,
Xenophrys longipes,
Xenophrys major,
Xenophrys mangshanensis,
Xenophrys medogensis,
Xenophrys minor,
Xenophrys nankiangensis,
Xenophrys omeimontis,
Xenophrys pachyproctus,
Xenophrys palpebralespinosa,
Xenophrys parallela,
Xenophrys parva,
Xenophrys robusta,
Xenophrys sangzhiensis,
Xenophrys serchhipii,
Xenophrys shapingensis,
Xenophrys shuichengensis,
Xenophrys spinata,
Xenophrys takensis,
Xenophrys tuberogranulatus,
Xenophrys wawuensis,
Xenophrys wuliangshanensis,
Xenophrys wushanensis,
Xenophrys zhangi,
Xenophrys zunhebotoensis,
Micrixalus elegans,VULNERABLE
Micrixalus fuscus,ENDANGERED
Micrixalus gadgili,VULNERABLE
Micrixalus kottigeharensis,VULNERABLE
Micrixalus narainensis,
Micrixalus nudis,ENDANGERED
Micrixalus phyllophilus,VULNERABLE
Micrixalus saxicola,LEAST_CONCERN
Micrixalus silvaticus,ENDANGERED
Micrixalus swamianus,
Micrixalus thampii,ENDANGERED
Adelastes hylonomos,LEAST_CONCERN
Altigius alios,
Arcovomer passarellii,LEAST_CONCERN
Gastrophrynoides borneensis,LEAST_CONCERN
Gastrophrynoides immaculatus,VULNERABLE
Hyophryne histrio,
Melanophryne barbatula,
Melanophryne carpish,
Myersiella microps,LEAST_CONCERN
Phrynella pulchra,LEAST_CONCERN
Relictivomer pearsei,
Stereocyclops incrassatus,LEAST_CONCERN
Stereocyclops parkeri,LEAST_CONCERN
Synapturanus mirandaribeiroi,LEAST_CONCERN
Synapturanus rabus,LEAST_CONCERN
Synapturanus salseri,LEAST_CONCERN
Syncope antenori,
Syncope carvalhoi,
Syncope tridactyla,
Albericus brunhildae,
Albericus darlingtoni,
Albericus exclamitans,
Albericus fafniri,
Albericus gudrunae,
Albericus gunnari,
Albericus laurini,
Albericus murritus,
Albericus rhenaurum,
Albericus sanguinopictus,
Albericus siegfriedi,
Albericus swanhildae,
Albericus tuberculus,
Albericus valkuriarum,
Albericus variegatus,
Aphantophryne minuta,LEAST_CONCERN
Aphantophryne pansa,LEAST_CONCERN
Aphantophryne sabini,LEAST_CONCERN
Asterophrys leucopus,LEAST_CONCERN
Asterophrys turpicola,LEAST_CONCERN
Austrochaperina adamantina,NEAR_THREATENED
Austrochaperina adelphe,LEAST_CONCERN
Austrochaperina aquilonia,NEAR_THREATENED
Austrochaperina archboldi,DATA_DEFICIENT
Austrochaperina basipalmata,LEAST_CONCERN
Austrochaperina blumi,LEAST_CONCERN
Austrochaperina brevipes,DATA_DEFICIENT
Austrochaperina derongo,
Austrochaperina fryi,LEAST_CONCERN
Austrochaperina gracilipes,LEAST_CONCERN
Austrochaperina guttata,
Austrochaperina hooglandi,LEAST_CONCERN
Austrochaperina kosarek,DATA_DEFICIENT
Austrochaperina macrorhyncha,LEAST_CONCERN
Austrochaperina mehelyi,LEAST_CONCERN
Austrochaperina minutissima,DATA_DEFICIENT
Austrochaperina novaebritanniae,VULNERABLE
Austrochaperina palmipes,LEAST_CONCERN
Austrochaperina parkeri,DATA_DEFICIENT
Austrochaperina pluvialis,LEAST_CONCERN
Austrochaperina polysticta,DATA_DEFICIENT
Austrochaperina rivularis,
Austrochaperina robusta,LEAST_CONCERN
Austrochaperina septentrionalis,LEAST_CONCERN
Austrochaperina yelaensis,LEAST_CONCERN
Barygenys atra,LEAST_CONCERN
Barygenys cheesmanae,DATA_DEFICIENT
Barygenys exsul,LEAST_CONCERN
Barygenys flavigularis,DATA_DEFICIENT
Barygenys maculata,LEAST_CONCERN
Barygenys nana,LEAST_CONCERN
Barygenys parvula,NEAR_THREATENED
Callulops boettgeri,DATA_DEFICIENT
Callulops comptus,LEAST_CONCERN
Callulops doriae,LEAST_CONCERN
Callulops dubius,DATA_DEFICIENT
Callulops eremnosphax,LEAST_CONCERN
Callulops fuscus,DATA_DEFICIENT
Callulops glandulosus,DATA_DEFICIENT
Callulops humicola,LEAST_CONCERN
Callulops kopsteini,DATA_DEFICIENT
Callulops marmoratus,DATA_DEFICIENT
Callulops omnistriatus,LEAST_CONCERN
Callulops personatus,LEAST_CONCERN
Callulops robustus,LEAST_CONCERN
Callulops sagittatus,DATA_DEFICIENT
Callulops stictogaster,LEAST_CONCERN
Callulops wilhelmanus,LEAST_CONCERN
Choerophryne allisoni,DATA_DEFICIENT
Choerophryne amomani,DATA_DEFICIENT
Choerophryne arndtorum,DATA_DEFICIENT
Choerophryne burtoni,LEAST_CONCERN
Choerophryne longirostris,NEAR_THREATENED
Choerophryne microps,LEAST_CONCERN
Choerophryne nigrescens,DATA_DEFICIENT
Choerophryne proboscidea,LEAST_CONCERN
Choerophryne rostellifer,LEAST_CONCERN
Cophixalus aenigma,ENDANGERED
Cophixalus aimbensis,
Cophixalus ateles,LEAST_CONCERN
Cophixalus balbus,LEAST_CONCERN
Cophixalus bewaniensis,DATA_DEFICIENT
Cophixalus biroi,LEAST_CONCERN
Cophixalus bombiens,LEAST_CONCERN
Cophixalus caverniphilus,LEAST_CONCERN
Cophixalus cheesmanae,LEAST_CONCERN
Cophixalus concinnus,CRITICALLY_ENDANGERED
Cophixalus crepitans,LEAST_CONCERN
Cophixalus cryptotympanum,LEAST_CONCERN
Cophixalus cupricarenus,LEAST_CONCERN
Cophixalus daymani,DATA_DEFICIENT
Cophixalus desticans,LEAST_CONCERN
Cophixalus exiguus,LEAST_CONCERN
Cophixalus hosmeri,ENDANGERED
Cophixalus humicola,LEAST_CONCERN
Cophixalus infacetus,LEAST_CONCERN
Cophixalus interruptus,LEAST_CONCERN
Cophixalus iovaorum,LEAST_CONCERN
Cophixalus kaindiensis,NEAR_THREATENED
Cophixalus kethuk,LEAST_CONCERN
Cophixalus linnaeus,LEAST_CONCERN
Cophixalus mcdonaldi,CRITICALLY_ENDANGERED
Cophixalus melanops,LEAST_CONCERN
Cophixalus misimae,CRITICALLY_ENDANGERED
Cophixalus monosyllabus,DATA_DEFICIENT
Cophixalus montanus,DATA_DEFICIENT
Cophixalus monticola,CRITICALLY_ENDANGERED
Cophixalus neglectus,CRITICALLY_ENDANGERED
Cophixalus nubicola,VULNERABLE
Cophixalus ornatus,LEAST_CONCERN
Cophixalus parkeri,LEAST_CONCERN
Cophixalus peninsularis,DATA_DEFICIENT
Cophixalus phaeobalius,LEAST_CONCERN
Cophixalus pipilans,LEAST_CONCERN
Cophixalus pulchellus,DATA_DEFICIENT
Cophixalus riparius,LEAST_CONCERN
Cophixalus saxatilis,LEAST_CONCERN
Cophixalus shellyi,LEAST_CONCERN
Cophixalus sisyphus,
Cophixalus sphagnicola,ENDANGERED
Cophixalus tagulensis,DATA_DEFICIENT
Cophixalus tetzlaffi,DATA_DEFICIENT
Cophixalus timidus,CRITICALLY_ENDANGERED
Cophixalus tomaiodactylus,LEAST_CONCERN
Cophixalus tridactylus,DATA_DEFICIENT
Cophixalus variabilis,LEAST_CONCERN
Cophixalus verecundus,LEAST_CONCERN
Cophixalus verrucosus,LEAST_CONCERN
Cophixalus wempi,LEAST_CONCERN
Cophixalus zweifeli,LEAST_CONCERN
Copiula exspectata,DATA_DEFICIENT
Copiula fistulans,LEAST_CONCERN
Copiula major,DATA_DEFICIENT
Copiula minor,LEAST_CONCERN
Copiula obsti,DATA_DEFICIENT
Copiula oxyrhina,LEAST_CONCERN
Copiula pipiens,LEAST_CONCERN
Copiula tyleri,LEAST_CONCERN
Genyophryne thomsoni,
Hylophorbus nigrinus,LEAST_CONCERN
Hylophorbus picoides,LEAST_CONCERN
Hylophorbus proekes,LEAST_CONCERN
Hylophorbus rainerguentheri,LEAST_CONCERN
Hylophorbus richardsi,LEAST_CONCERN
Hylophorbus rufescens,DATA_DEFICIENT
Hylophorbus sextus,LEAST_CONCERN
Hylophorbus tetraphonus,LEAST_CONCERN
Hylophorbus wondiwoi,LEAST_CONCERN
Liophryne allisoni,
Liophryne dentata,
Liophryne magnitympanum,
Liophryne rhododactyla,
Liophryne rubra,
Liophryne schlaginhaufeni,
Liophryne similis,
Mantophryne axanthogaster,LEAST_CONCERN
Mantophryne infulata,
Mantophryne lateralis,LEAST_CONCERN
Mantophryne louisiadensis,LEAST_CONCERN
Metamagnusia marani,
Metamagnusia slateri,
Oninia senglaubi,DATA_DEFICIENT
Oreophryne albopunctata,LEAST_CONCERN
Oreophryne alticola,DATA_DEFICIENT
Oreophryne anamiatoi,LEAST_CONCERN
Oreophryne anthonyi,LEAST_CONCERN
Oreophryne anulata,LEAST_CONCERN
Oreophryne asplenicola,DATA_DEFICIENT
Oreophryne atrigularis,DATA_DEFICIENT
Oreophryne biroi,LEAST_CONCERN
Oreophryne brachypus,LEAST_CONCERN
Oreophryne brevicrus,DATA_DEFICIENT
Oreophryne brevirostris,VULNERABLE
Oreophryne celebensis,VULNERABLE
Oreophryne clamata,DATA_DEFICIENT
Oreophryne crucifer,LEAST_CONCERN
Oreophryne ezra,CRITICALLY_ENDANGERED
Oreophryne flava,DATA_DEFICIENT
Oreophryne frontifasciata,DATA_DEFICIENT
Oreophryne furu,LEAST_CONCERN
Oreophryne geislerorum,LEAST_CONCERN
Oreophryne geminus,DATA_DEFICIENT
Oreophryne habbemensis,DATA_DEFICIENT
Oreophryne hypsiops,LEAST_CONCERN
Oreophryne idenburgensis,LEAST_CONCERN
Oreophryne inornata,LEAST_CONCERN
Oreophryne insulana,LEAST_CONCERN
Oreophryne jeffersoniana,LEAST_CONCERN
Oreophryne kampeni,DATA_DEFICIENT
Oreophryne kapisa,LEAST_CONCERN
Oreophryne loriae,DATA_DEFICIENT
Oreophryne mertoni,DATA_DEFICIENT
Oreophryne minuta,LEAST_CONCERN
Oreophryne moluccensis,LEAST_CONCERN
Oreophryne monticola,ENDANGERED
Oreophryne nana,
Oreophryne notata,LEAST_CONCERN
Oreophryne parkeri,
Oreophryne pseudasplenicola,DATA_DEFICIENT
Oreophryne rookmaakeri,ENDANGERED
Oreophryne sibilans,DATA_DEFICIENT
Oreophryne terrestris,DATA_DEFICIENT
Oreophryne unicolor,DATA_DEFICIENT
Oreophryne variabilis,VULNERABLE
Oreophryne waira,DATA_DEFICIENT
Oreophryne wapoga,DATA_DEFICIENT
Oreophryne wolterstorffi,DATA_DEFICIENT
Oreophryne zimmeri,ENDANGERED
Oxydactyla alpestris,
Oxydactyla brevicrus,
Oxydactyla coggeri,
Oxydactyla crassa,
Oxydactyla stenodactyla,
Paedophryne kathismaphlox,CRITICALLY_ENDANGERED
Paedophryne oyatabu,DATA_DEFICIENT
Pherohapsis menziesi,
Pseudocallulops eurydactylus,
Pseudocallulops pullifer,
Sphenophryne cornuta,LEAST_CONCERN
Xenorhina adisca,DATA_DEFICIENT
Xenorhina anorbis,DATA_DEFICIENT
Xenorhina arboricola,LEAST_CONCERN
Xenorhina arfakiana,LEAST_CONCERN
Xenorhina bidens,LEAST_CONCERN
Xenorhina bouwensi,LEAST_CONCERN
Xenorhina eiponis,DATA_DEFICIENT
Xenorhina fuscigula,LEAST_CONCERN
Xenorhina gigantea,DATA_DEFICIENT
Xenorhina huon,DATA_DEFICIENT
Xenorhina lanthanites,DATA_DEFICIENT
Xenorhina macrodisca,DATA_DEFICIENT
Xenorhina macrops,LEAST_CONCERN
Xenorhina mehelyi,LEAST_CONCERN
Xenorhina minima,LEAST_CONCERN
Xenorhina multisica,LEAST_CONCERN
Xenorhina obesa,LEAST_CONCERN
Xenorhina ocellata,LEAST_CONCERN
Xenorhina ophiodon,DATA_DEFICIENT
Xenorhina oxycephala,LEAST_CONCERN
Xenorhina parkerorum,LEAST_CONCERN
Xenorhina rostrata,LEAST_CONCERN
Xenorhina scheepstrai,DATA_DEFICIENT
Xenorhina schiefenhoeveli,LEAST_CONCERN
Xenorhina similis,LEAST_CONCERN
Xenorhina subcrocea,DATA_DEFICIENT
Xenorhina tumulus,LEAST_CONCERN
Xenorhina varia,DATA_DEFICIENT
Xenorhina zweifeli,LEAST_CONCERN
Anodonthyla boulengerii,NEAR_THREATENED
Anodonthyla emilei,ENDANGERED
Anodonthyla hutchisoni,ENDANGERED
Anodonthyla jeanbai,ENDANGERED
Anodonthyla montana,VULNERABLE
Anodonthyla moramora,ENDANGERED
Anodonthyla nigrigularis,ENDANGERED
Anodonthyla pollicaris,ENDANGERED
Anodonthyla rouxae,ENDANGERED
Anodonthyla theoi,CRITICALLY_ENDANGERED
Anodonthyla vallani,CRITICALLY_ENDANGERED
Cophyla berara,ENDANGERED
Cophyla occultans,VULNERABLE
Cophyla phyllodactyla,LEAST_CONCERN
Madecassophryne Truebae,
Platypelis alticola,ENDANGERED
Platypelis barbouri,LEAST_CONCERN
Platypelis cowanii,DATA_DEFICIENT
Platypelis grandis,LEAST_CONCERN
Platypelis mavomavo,ENDANGERED
Platypelis milloti,ENDANGERED
Platypelis pollicaris,LEAST_CONCERN
Platypelis tetra,ENDANGERED
Platypelis tsaratananaensis,ENDANGERED
Platypelis tuberifera,LEAST_CONCERN
Plethodontohyla bipunctata,LEAST_CONCERN
Plethodontohyla brevipes,VULNERABLE
Plethodontohyla fonetana,ENDANGERED
Plethodontohyla guentheri,ENDANGERED
Plethodontohyla inguinalis,LEAST_CONCERN
Plethodontohyla mihanika,LEAST_CONCERN
Plethodontohyla notosticta,LEAST_CONCERN
Plethodontohyla ocellata,LEAST_CONCERN
Plethodontohyla tuberata,NEAR_THREATENED
Rhombophryne alluaudi,
Rhombophryne coronata,LEAST_CONCERN
Rhombophryne coudreaui,NEAR_THREATENED
Rhombophryne guentherpetersi,ENDANGERED
Rhombophryne laevipes,LEAST_CONCERN
Rhombophryne mangabensis,VULNERABLE
Rhombophryne matavy,CRITICALLY_ENDANGERED
Rhombophryne minuta,ENDANGERED
Rhombophryne serratopalpebrosa,ENDANGERED
Rhombophryne testudo,ENDANGERED
Stumpffia be,ENDANGERED
Stumpffia gimmeli,LEAST_CONCERN
Stumpffia grandis,LEAST_CONCERN
Stumpffia hara,CRITICALLY_ENDANGERED
Stumpffia helenae,
Stumpffia madagascariensis,ENDANGERED
Stumpffia megsoni,DATA_DEFICIENT
Stumpffia psologlossa,ENDANGERED
Stumpffia pygmaea,ENDANGERED
Stumpffia roseifemoralis,ENDANGERED
Stumpffia staffordi,VULNERABLE
Stumpffia tetradactyla,DATA_DEFICIENT
Stumpffia tridactyla,DATA_DEFICIENT
Dyscophus antongilii,LEAST_CONCERN
Dyscophus guineti,LEAST_CONCERN
Dyscophus insularis,LEAST_CONCERN
Chiasmocleis alagoanus,VULNERABLE
Chiasmocleis albopunctata,LEAST_CONCERN
Chiasmocleis anatipes,LEAST_CONCERN
Chiasmocleis atlantica,LEAST_CONCERN
Chiasmocleis avilapiresae,LEAST_CONCERN
Chiasmocleis bassleri,LEAST_CONCERN
Chiasmocleis capixaba,LEAST_CONCERN
Chiasmocleis carvalhoi,LEAST_CONCERN
Chiasmocleis centralis,DATA_DEFICIENT
Chiasmocleis cordeiroi,LEAST_CONCERN
Chiasmocleis crucis,LEAST_CONCERN
Chiasmocleis devriesi,LEAST_CONCERN
Chiasmocleis gnoma,LEAST_CONCERN
Chiasmocleis hudsoni,LEAST_CONCERN
Chiasmocleis jimi,LEAST_CONCERN
Chiasmocleis leucosticta,LEAST_CONCERN
Chiasmocleis magnova,LEAST_CONCERN
Chiasmocleis mantiqueira,LEAST_CONCERN
Chiasmocleis mehelyi,LEAST_CONCERN
Chiasmocleis panamensis,
Chiasmocleis sapiranga,ENDANGERED
Chiasmocleis schubarti,LEAST_CONCERN
Chiasmocleis shudikarensis,LEAST_CONCERN
Chiasmocleis supercilialbus,LEAST_CONCERN
Chiasmocleis ventrimaculata,LEAST_CONCERN
Ctenophryne geayi,LEAST_CONCERN
Ctenophryne minor,DATA_DEFICIENT
Dasypops schirchi,LEAST_CONCERN
Dermatonotus muelleri,LEAST_CONCERN
Elachistocleis bicolor,LEAST_CONCERN
Elachistocleis bumbameuboi,LEAST_CONCERN
Elachistocleis carvalhoi,LEAST_CONCERN
Elachistocleis cesarii,LEAST_CONCERN
Elachistocleis erythrogaster,ENDANGERED
Elachistocleis helianneae,LEAST_CONCERN
Elachistocleis magnus,LEAST_CONCERN
Elachistocleis matogrosso,LEAST_CONCERN
Elachistocleis ovalis,LEAST_CONCERN
Elachistocleis piauiensis,LEAST_CONCERN
Elachistocleis skotogaster,LEAST_CONCERN
Elachistocleis surinamensis,LEAST_CONCERN
Elachistocleis surumu,LEAST_CONCERN
Gastrophryne carolinensis,LEAST_CONCERN
Gastrophryne elegans,LEAST_CONCERN
Gastrophryne olivacea,LEAST_CONCERN
Gastrophryne pictiventris,
Gastrophryne usta,
Hamptophryne boliviana,LEAST_CONCERN
Hypopachus barberi,NEAR_THREATENED
Hypopachus variolosus,LEAST_CONCERN
Nelsonophryne aequatorialis,
Nelsonophryne aterrima,
Hoplophryne rogersi,ENDANGERED
Hoplophryne uluguruensis,ENDANGERED
Parhoplophryne usambarica,CRITICALLY_ENDANGERED
Kalophrynus baluensis,NEAR_THREATENED
Kalophrynus bunguranus,DATA_DEFICIENT
Kalophrynus calciphilus,LEAST_CONCERN
Kalophrynus eok,DATA_DEFICIENT
Kalophrynus heterochirus,LEAST_CONCERN
Kalophrynus interlineatus,LEAST_CONCERN
Kalophrynus intermedius,LEAST_CONCERN
Kalophrynus menglienicus,
Kalophrynus minusculus,LEAST_CONCERN
Kalophrynus nubicola,NEAR_THREATENED
Kalophrynus palmatissimus,ENDANGERED
Kalophrynus pleurostigma,LEAST_CONCERN
Kalophrynus punctatus,LEAST_CONCERN
Kalophrynus robinsoni,DATA_DEFICIENT
Kalophrynus subterrestris,LEAST_CONCERN
Kalophrynus yongi,CRITICALLY_ENDANGERED
Melanobatrachus indicus,VULNERABLE
Calluella brooksii,
Calluella flava,
Calluella guttulata,
Calluella minuta,
Calluella smithi,
Calluella volzi,
Calluella yunnanensis,
Chaperina fusca,LEAST_CONCERN
Glyphoglossus molossus,NEAR_THREATENED
Kaloula assamensis,
Kaloula aureata,DATA_DEFICIENT
Kaloula baleata,LEAST_CONCERN
Kaloula borealis,LEAST_CONCERN
Kaloula conjuncta,LEAST_CONCERN
Kaloula kalingensis,LEAST_CONCERN
Kaloula kokacii,LEAST_CONCERN
Kaloula mediolineata,LEAST_CONCERN
Kaloula picta,LEAST_CONCERN
Kaloula pulchra,LEAST_CONCERN
Kaloula rigida,LEAST_CONCERN
Kaloula rugifera,LEAST_CONCERN
Kaloula taprobanica,
Kaloula verrucosa,LEAST_CONCERN
Kaloula walteri,VULNERABLE
Metaphrynella pollicaris,LEAST_CONCERN
Metaphrynella sundana,LEAST_CONCERN
Microhyla achatina,LEAST_CONCERN
Microhyla annamensis,
Microhyla annectens,
Microhyla berdmorei,LEAST_CONCERN
Microhyla borneensis,LEAST_CONCERN
Microhyla butleri,LEAST_CONCERN
Microhyla chakrapanii,LEAST_CONCERN
Microhyla erythropoda,
Microhyla fissipes,LEAST_CONCERN
Microhyla fowleri,
Microhyla fusca,
Microhyla heymonsi,LEAST_CONCERN
Microhyla karunaratnei,ENDANGERED
Microhyla maculifera,DATA_DEFICIENT
Microhyla mantheyi,LEAST_CONCERN
Microhyla marmorata,
Microhyla mixtura,LEAST_CONCERN
Microhyla nanapollexa,
Microhyla nepenthicola,
Microhyla okinavensis,LEAST_CONCERN
Microhyla ornata,LEAST_CONCERN
Microhyla palmipes,LEAST_CONCERN
Microhyla perparva,
Microhyla petrigena,
Microhyla picta,DATA_DEFICIENT
Microhyla pulchra,LEAST_CONCERN
Microhyla pulverata,
Microhyla rubra,LEAST_CONCERN
Microhyla sholigari,LEAST_CONCERN
Microhyla superciliaris,LEAST_CONCERN
Microhyla zeylanica,ENDANGERED
Micryletta inornata,LEAST_CONCERN
Micryletta steinegeri,VULNERABLE
Ramanella anamalaiensis,
Ramanella minor,
Ramanella montana,
Ramanella mormorata,
Ramanella nagaoi,
Ramanella obscura,
Ramanella palmata,
Ramanella triangularis,
Ramanella variegata,
Uperodon globulosus,LEAST_CONCERN
Uperodon systoma,LEAST_CONCERN
Otophryne pyburni,LEAST_CONCERN
Otophryne robusta,LEAST_CONCERN
Otophryne steyermarki,LEAST_CONCERN
Phrynomantis affinis,LEAST_CONCERN
Phrynomantis annectens,LEAST_CONCERN
Phrynomantis bifasciatus,LEAST_CONCERN
Phrynomantis microps,LEAST_CONCERN
Phrynomantis somalicus,LEAST_CONCERN
Paradoxophyla palmata,LEAST_CONCERN
Paradoxophyla tiarano,DATA_DEFICIENT
Scaphiophryne boribory,VULNERABLE
Scaphiophryne brevis,LEAST_CONCERN
Scaphiophryne calcarata,LEAST_CONCERN
Scaphiophryne gottlebei,ENDANGERED
Scaphiophryne madagascariensis,NEAR_THREATENED
Scaphiophryne marmorata,VULNERABLE
Scaphiophryne menabensis,LEAST_CONCERN
Scaphiophryne spinosa,LEAST_CONCERN
Arenophryne rotunda,LEAST_CONCERN
Arenophryne xiphorhyncha,LEAST_CONCERN
Assa darlingtoni,VULNERABLE
Crinia bilingua,LEAST_CONCERN
Crinia deserticola,LEAST_CONCERN
Crinia fimbriata,LEAST_CONCERN
Crinia georgiana,LEAST_CONCERN
Crinia glauerti,LEAST_CONCERN
Crinia insignifera,LEAST_CONCERN
Crinia nimbus,LEAST_CONCERN
Crinia parinsignifera,LEAST_CONCERN
Crinia pseudinsignifera,LEAST_CONCERN
Crinia remota,LEAST_CONCERN
Crinia riparia,ENDANGERED
Crinia signifera,LEAST_CONCERN
Crinia sloanei,ENDANGERED
Crinia subinsignifera,LEAST_CONCERN
Crinia tasmaniensis,NEAR_THREATENED
Crinia tinnula,LEAST_CONCERN
Geocrinia alba,
Geocrinia laevis,LEAST_CONCERN
Geocrinia leai,LEAST_CONCERN
Geocrinia lutea,
Geocrinia rosea,
Geocrinia victoriana,LEAST_CONCERN
Geocrinia vitellina,
Metacrinia nichollsi,LEAST_CONCERN
Mixophyes balbus,VULNERABLE
Mixophyes carbinensis,LEAST_CONCERN
Mixophyes coggeri,LEAST_CONCERN
Mixophyes fasciolatus,LEAST_CONCERN
Mixophyes fleayi,ENDANGERED
Mixophyes hihihorlo,DATA_DEFICIENT
Mixophyes iteratus,VULNERABLE
