Species,IUCN_Status
Hypsiboas punctatus,
Hypsiboas raniceps,
Hypsiboas rhythmicus,
Hypsiboas riojanus,
Hypsiboas roraima,
Hypsiboas rosenbergi,
Hypsiboas rubracylus,
Hypsiboas rufitelus,
Hypsiboas secedens,
Hypsiboas semiguttatus,
Hypsiboas semilineatus,
Hypsiboas sibleszi,
Hypsiboas stellae,
Hypsiboas stenocephalus,
Hypsiboas tepuianus,
Hypsiboas varelae,
Hypsiboas wavrini,
Isthmohyla angustilineata,CRITICALLY_ENDANGERED
Isthmohyla calypsa,CRITICALLY_ENDANGERED
Isthmohyla debilis,CRITICALLY_ENDANGERED
Isthmohyla graceae,CRITICALLY_ENDANGERED
Isthmohyla infucata,ENDANGERED
Isthmohyla insolita,
Isthmohyla lancasteri,LEAST_CONCERN
Isthmohyla melacaena,
Isthmohyla picadoi,LEAST_CONCERN
Isthmohyla pictipes,CRITICALLY_ENDANGERED
Isthmohyla pseudopuma,LEAST_CONCERN
Isthmohyla rivularis,ENDANGERED
Isthmohyla tica,CRITICALLY_ENDANGERED
Isthmohyla xanthosticta,DATA_DEFICIENT
Isthmohyla zeteki,VULNERABLE
Itapotihyla langsdorffii,LEAST_CONCERN
Lysapsus caraya,LEAST_CONCERN
Lysapsus laevis,LEAST_CONCERN
Lysapsus limellum,LEAST_CONCERN
Megastomatohyla mixe,CRITICALLY_ENDANGERED
Megastomatohyla mixomaculata,ENDANGERED
Megastomatohyla nubicola,CRITICALLY_ENDANGERED
Megastomatohyla pellita,CRITICALLY_ENDANGERED
Myersiohyla aromatica,VULNERABLE
Myersiohyla inparquesi,NEAR_THREATENED
Myersiohyla kanaima,
Myersiohyla loveridgei,NEAR_THREATENED
Nyctimantis rugiceps,LEAST_CONCERN
Osteocephalus alboguttatus,LEAST_CONCERN
Osteocephalus buckleyi,LEAST_CONCERN
Osteocephalus cabrerai,LEAST_CONCERN
Osteocephalus carri,LEAST_CONCERN
Osteocephalus castaneicola,LEAST_CONCERN
Osteocephalus deridens,LEAST_CONCERN
Osteocephalus exophthalmus,
Osteocephalus festae,LEAST_CONCERN
Osteocephalus fuscifacies,LEAST_CONCERN
Osteocephalus heyeri,LEAST_CONCERN
Osteocephalus inframaculatus,
Osteocephalus leoniae,LEAST_CONCERN
Osteocephalus leprieurii,LEAST_CONCERN
Osteocephalus mimeticus,LEAST_CONCERN
Osteocephalus mutabor,LEAST_CONCERN
Osteocephalus oophagus,LEAST_CONCERN
Osteocephalus pearsoni,
Osteocephalus phasmatus,
Osteocephalus planiceps,LEAST_CONCERN
Osteocephalus subtilis,LEAST_CONCERN
Osteocephalus taurinus,LEAST_CONCERN
Osteocephalus verruciger,LEAST_CONCERN
Osteocephalus vilarsi,LEAST_CONCERN
Osteocephalus yasuni,LEAST_CONCERN
Osteopilus crucialis,VULNERABLE
Osteopilus dominicensis,LEAST_CONCERN
Osteopilus marianae,ENDANGERED
Osteopilus ocellatus,NEAR_THREATENED
Osteopilus pulchrilineatus,VULNERABLE
Osteopilus septentrionalis,LEAST_CONCERN
Osteopilus vastus,VULNERABLE
Osteopilus wilderi,VULNERABLE
Phyllodytes acuminatus,LEAST_CONCERN
Phyllodytes brevirostris,VULNERABLE
Phyllodytes edelmoi,LEAST_CONCERN
Phyllodytes gyrinaethes,ENDANGERED
Phyllodytes kautskyi,LEAST_CONCERN
Phyllodytes luteolus,LEAST_CONCERN
Phyllodytes maculosus,LEAST_CONCERN
Phyllodytes melanomystax,LEAST_CONCERN
Phyllodytes punctatus,ENDANGERED
Phyllodytes tuberculosus,VULNERABLE
Phyllodytes wuchereri,LEAST_CONCERN
Phytotriades auratus,ENDANGERED
Plectrohyla acanthodes,ENDANGERED
Plectrohyla ameibothalame,
Plectrohyla arborescandens,
Plectrohyla avia,ENDANGERED
Plectrohyla bistincta,
Plectrohyla calthula,
Plectrohyla calvicollina,
Plectrohyla celata,
Plectrohyla cembra,
Plectrohyla charadricola,
Plectrohyla chryses,
Plectrohyla chrysopleura,CRITICALLY_ENDANGERED
Plectrohyla crassa,
Plectrohyla cyanomma,
Plectrohyla cyclada,
Plectrohyla dasypus,CRITICALLY_ENDANGERED
Plectrohyla ephemera,
Plectrohyla exquisita,CRITICALLY_ENDANGERED
Plectrohyla glandulosa,CRITICALLY_ENDANGERED
Plectrohyla guatemalensis,NEAR_THREATENED
Plectrohyla hartwegi,ENDANGERED
Plectrohyla hazelae,
Plectrohyla ixil,VULNERABLE
Plectrohyla labedactyla,
Plectrohyla lacertosa,ENDANGERED
Plectrohyla matudai,LEAST_CONCERN
Plectrohyla miahuatlanensis,
Plectrohyla mykter,
Plectrohyla pachyderma,
Plectrohyla pentheter,
Plectrohyla pokomchi,ENDANGERED
Plectrohyla psarosema,
Plectrohyla psiloderma,ENDANGERED
Plectrohyla pycnochila,CRITICALLY_ENDANGERED
Plectrohyla quecchi,ENDANGERED
Plectrohyla robertsorum,
Plectrohyla sabrina,
Plectrohyla sagorum,VULNERABLE
Plectrohyla siopela,
Plectrohyla tecunumani,CRITICALLY_ENDANGERED
Plectrohyla teuchestes,CRITICALLY_ENDANGERED
Plectrohyla thorectes,
Pseudacris brachyphona,LEAST_CONCERN
Pseudacris brimleyi,LEAST_CONCERN
Pseudacris cadaverina,LEAST_CONCERN
Pseudacris clarkii,LEAST_CONCERN
Pseudacris crucifer,LEAST_CONCERN
Pseudacris feriarum,LEAST_CONCERN
Pseudacris fouquettei,LEAST_CONCERN
Pseudacris hypochondriaca,LEAST_CONCERN
Pseudacris illinoensis,LEAST_CONCERN
Pseudacris kalmi,LEAST_CONCERN
Pseudacris maculata,LEAST_CONCERN
Pseudacris nigrita,LEAST_CONCERN
Pseudacris ocularis,LEAST_CONCERN
Pseudacris ornata,LEAST_CONCERN
Pseudacris regilla,LEAST_CONCERN
Pseudacris sierra,LEAST_CONCERN
Pseudacris streckeri,LEAST_CONCERN
Pseudacris triseriata,LEAST_CONCERN
Pseudis bolbodactyla,LEAST_CONCERN
Pseudis boliviana,
Pseudis caraya,
Pseudis cardosoi,LEAST_CONCERN
Pseudis fusca,LEAST_CONCERN
Pseudis minuta,LEAST_CONCERN
Pseudis paradoxa,LEAST_CONCERN
Pseudis platensis,LEAST_CONCERN
Pseudis tocantins,LEAST_CONCERN
Ptychohyla acrochorda,
Ptychohyla dendrophasma,CRITICALLY_ENDANGERED
Ptychohyla erythromma,
Ptychohyla euthysanota,LEAST_CONCERN
Ptychohyla hypomykter,VULNERABLE
Ptychohyla legleri,
Ptychohyla leonhardschultzei,LEAST_CONCERN
Ptychohyla macrotympanum,VULNERABLE
Ptychohyla panchoi,
Ptychohyla salvadorensis,
Ptychohyla sanctaecrucis,
Ptychohyla spinipollex,
Ptychohyla zophodes,VULNERABLE
Scarthyla goinorum,LEAST_CONCERN
Scarthyla vigilans,LEAST_CONCERN
Scinax acuminatus,LEAST_CONCERN
Scinax agilis,
Scinax albicans,
Scinax alcatraz,
Scinax altae,LEAST_CONCERN
Scinax alter,LEAST_CONCERN
Scinax angrensis,
Scinax arduous,
Scinax argyreornatus,
Scinax ariadne,
Scinax aromothyella,ENDANGERED
Scinax atratus,
Scinax auratus,LEAST_CONCERN
Scinax baumgardneri,DATA_DEFICIENT
Scinax berthae,LEAST_CONCERN
Scinax blairi,LEAST_CONCERN
Scinax boesemani,LEAST_CONCERN
Scinax boulengeri,LEAST_CONCERN
Scinax brieni,
Scinax cabralensis,ENDANGERED
Scinax caldarum,ENDANGERED
Scinax camposseabrai,
Scinax canastrensis,
Scinax cardosoi,
Scinax carnevallii,
Scinax castroviejoi,LEAST_CONCERN
Scinax catharinae,
Scinax centralis,
Scinax chiquitanus,LEAST_CONCERN
Scinax constrictus,LEAST_CONCERN
Scinax crospedospilus,LEAST_CONCERN
Scinax cruentommus,LEAST_CONCERN
Scinax curicica,LEAST_CONCERN
Scinax cuspidatus,LEAST_CONCERN
Scinax danae,DATA_DEFICIENT
Scinax dolloi,DATA_DEFICIENT
Scinax duartei,LEAST_CONCERN
Scinax elaeochrous,LEAST_CONCERN
Scinax eurydice,LEAST_CONCERN
Scinax exiguus,LEAST_CONCERN
Scinax faivovichi,
Scinax flavoguttatus,
Scinax funereus,LEAST_CONCERN
Scinax fuscomarginatus,LEAST_CONCERN
Scinax fuscovarius,LEAST_CONCERN
Scinax garbei,LEAST_CONCERN
Scinax granulatus,LEAST_CONCERN
Scinax hayii,LEAST_CONCERN
Scinax heyeri,
Scinax hiemalis,
Scinax humilis,
Scinax ictericus,LEAST_CONCERN
Scinax iquitorum,LEAST_CONCERN
Scinax jolyi,ENDANGERED
Scinax juncae,LEAST_CONCERN
Scinax jureia,
Scinax karenanneae,LEAST_CONCERN
Scinax kautskyi,
Scinax kennedyi,LEAST_CONCERN
Scinax lindsayi,LEAST_CONCERN
Scinax littoralis,
Scinax littoreus,
Scinax longilineus,
Scinax luizotavioi,
Scinax lutzorum,
Scinax machadoi,
Scinax manriquei,NEAR_THREATENED
Scinax maracaya,LEAST_CONCERN
Scinax melloi,
Scinax nasicus,LEAST_CONCERN
Scinax nebulosus,LEAST_CONCERN
Scinax obtriangulatus,
Scinax oreites,LEAST_CONCERN
Scinax pachycrus,LEAST_CONCERN
Scinax parkeri,
Scinax pedromedinae,LEAST_CONCERN
Scinax peixotoi,
Scinax perereca,LEAST_CONCERN
Scinax perpusillus,
Scinax pinima,
Scinax proboscideus,LEAST_CONCERN
Scinax quinquefasciatus,LEAST_CONCERN
Scinax ranki,
Scinax rizibilis,
Scinax rogerioi,LEAST_CONCERN
Scinax rostratus,LEAST_CONCERN
Scinax ruber,LEAST_CONCERN
Scinax similis,LEAST_CONCERN
Scinax skaios,
Scinax squalirostris,LEAST_CONCERN
Scinax staufferi,LEAST_CONCERN
Scinax strigilatus,
Scinax sugillatus,LEAST_CONCERN
Scinax tigrinus,LEAST_CONCERN
Scinax trapicheiroi,
Scinax trilineatus,LEAST_CONCERN
Scinax tripui,
Scinax tupinamba,
Scinax uruguayus,LEAST_CONCERN
Scinax v-signatus,
Scinax wandae,LEAST_CONCERN
Scinax x-signatus,LEAST_CONCERN
Smilisca baudinii,LEAST_CONCERN
Smilisca cyanosticta,LEAST_CONCERN
Smilisca dentata,ENDANGERED
Smilisca fodiens,LEAST_CONCERN
Smilisca phaeota,LEAST_CONCERN
Smilisca puma,LEAST_CONCERN
Smilisca sila,LEAST_CONCERN
Smilisca sordida,LEAST_CONCERN
Sphaenorhynchus botocudo,LEAST_CONCERN
Sphaenorhynchus bromelicola,CRITICALLY_ENDANGERED
Sphaenorhynchus caramaschii,LEAST_CONCERN
Sphaenorhynchus carneus,LEAST_CONCERN
Sphaenorhynchus dorisae,LEAST_CONCERN
Sphaenorhynchus lacteus,LEAST_CONCERN
Sphaenorhynchus mirim,LEAST_CONCERN
Sphaenorhynchus orophilus,
Sphaenorhynchus palustris,DATA_DEFICIENT
Sphaenorhynchus pauloalvini,LEAST_CONCERN
Sphaenorhynchus planicola,LEAST_CONCERN
Sphaenorhynchus platycephalus,LEAST_CONCERN
Sphaenorhynchus prasinus,LEAST_CONCERN
Sphaenorhynchus surdus,LEAST_CONCERN
Tepuihyla aecii,NEAR_THREATENED
Tepuihyla celsae,
Tepuihyla edelcae,LEAST_CONCERN
Tepuihyla galani,
Tepuihyla luteolabris,NEAR_THREATENED
Tepuihyla rimarum,
Tepuihyla rodriguezi,NEAR_THREATENED
Tepuihyla talbergae,
Tlalocohyla godmani,VULNERABLE
Tlalocohyla loquax,LEAST_CONCERN
Tlalocohyla picta,LEAST_CONCERN
Tlalocohyla smithii,LEAST_CONCERN
Trachycephalus atlas,LEAST_CONCERN
Trachycephalus coriaceus,LEAST_CONCERN
Trachycephalus dibernardoi,LEAST_CONCERN
Trachycephalus hadroceps,LEAST_CONCERN
Trachycephalus imitatrix,LEAST_CONCERN
Trachycephalus jordani,LEAST_CONCERN
Trachycephalus lepidus,LEAST_CONCERN
Trachycephalus mambaiensis,LEAST_CONCERN
Trachycephalus mesophaeus,LEAST_CONCERN
Trachycephalus nigromaculatus,LEAST_CONCERN
Trachycephalus resinifictrix,LEAST_CONCERN
Trachycephalus typhonius,LEAST_CONCERN
Triprion petasatus,LEAST_CONCERN
Xenohyla eugenioi,LEAST_CONCERN
Xenohyla truncata,VULNERABLE
Litoria adelaidensis,LEAST_CONCERN
Litoria alboguttata,
Litoria albolabris,DATA_DEFICIENT
Litoria amboinensis,LEAST_CONCERN
Litoria andiirrmalin,VULNERABLE
Litoria angiana,LEAST_CONCERN
Litoria arfakiana,LEAST_CONCERN
Litoria aruensis,DATA_DEFICIENT
Litoria auae,LEAST_CONCERN
Litoria aurea,NEAR_THREATENED
Litoria aurifera,LEAST_CONCERN
Litoria australis,
Litoria avocalis,
Litoria barringtonensis,LEAST_CONCERN
Litoria becki,LEAST_CONCERN
Litoria biakensis,DATA_DEFICIENT
Litoria bibonius,LEAST_CONCERN
Litoria bicolor,LEAST_CONCERN
Litoria booroolongensis,ENDANGERED
Litoria brevipalmata,LEAST_CONCERN
Litoria brevipes,
Litoria brongersmai,LEAST_CONCERN
Litoria bulmeri,LEAST_CONCERN
Litoria burrowsi,NEAR_THREATENED
Litoria caerulea,LEAST_CONCERN
Litoria capitula,DATA_DEFICIENT
Litoria castanea,CRITICALLY_ENDANGERED
Litoria cavernicola,LEAST_CONCERN
Litoria cheesmani,
Litoria chloris,LEAST_CONCERN
Litoria chloristona,LEAST_CONCERN
Litoria chloronota,LEAST_CONCERN
Litoria chrisdahli,LEAST_CONCERN
Litoria christianbergmanni,LEAST_CONCERN
Litoria citropa,LEAST_CONCERN
Litoria congenita,LEAST_CONCERN
Litoria contrastens,LEAST_CONCERN
Litoria cooloolensis,NEAR_THREATENED
Litoria coplandi,LEAST_CONCERN
Litoria corbeni,
Litoria cryptotis,
Litoria cultripes,
Litoria cyclorhyncha,LEAST_CONCERN
Litoria dahlii,LEAST_CONCERN
Litoria darlingtoni,LEAST_CONCERN
Litoria daviesae,VULNERABLE
Litoria dayi,VULNERABLE
Litoria daymani,
Litoria dentata,LEAST_CONCERN
Litoria disrupta,
Litoria dorsalis,LEAST_CONCERN
Litoria dorsivena,LEAST_CONCERN
Litoria dux,LEAST_CONCERN
Litoria electrica,LEAST_CONCERN
Litoria elkeae,LEAST_CONCERN
Litoria eschata,LEAST_CONCERN
Litoria eucnemis,LEAST_CONCERN
Litoria eurynastes,LEAST_CONCERN
Litoria everetti,LEAST_CONCERN
Litoria ewingii,LEAST_CONCERN
Litoria exophthalmia,LEAST_CONCERN
Litoria fallax,LEAST_CONCERN
Litoria flavescens,LEAST_CONCERN
Litoria fluviatilis,
Litoria foricula,
Litoria freycineti,LEAST_CONCERN
Litoria fuscula,DATA_DEFICIENT
Litoria gasconi,LEAST_CONCERN
Litoria genimaculata,LEAST_CONCERN
Litoria gilleni,LEAST_CONCERN
Litoria gracilenta,LEAST_CONCERN
Litoria graminea,LEAST_CONCERN
Litoria granti,
Litoria gularis,
Litoria havina,LEAST_CONCERN
Litoria hilli,LEAST_CONCERN
Litoria humboldtorum,LEAST_CONCERN
Litoria humeralis,
Litoria hunti,LEAST_CONCERN
Litoria impura,LEAST_CONCERN
Litoria inermis,LEAST_CONCERN
Litoria infrafrenata,LEAST_CONCERN
Litoria iris,LEAST_CONCERN
Litoria jervisiensis,LEAST_CONCERN
Litoria jeudii,DATA_DEFICIENT
Litoria jungguy,LEAST_CONCERN
Litoria kubori,
Litoria kuduki,
Litoria kumae,LEAST_CONCERN
Litoria latopalmata,LEAST_CONCERN
Litoria lesueurii,LEAST_CONCERN
Litoria leucova,LEAST_CONCERN
Litoria littlejohni,ENDANGERED
Litoria lodesdema,LEAST_CONCERN
Litoria longicrus,DATA_DEFICIENT
Litoria longipes,
Litoria longirostris,LEAST_CONCERN
Litoria lorica,CRITICALLY_ENDANGERED
Litoria louisiadensis,LEAST_CONCERN
Litoria lutea,LEAST_CONCERN
Litoria macki,LEAST_CONCERN
Litoria maculosa,
Litoria maini,
Litoria majikthise,LEAST_CONCERN
Litoria manya,
Litoria mareku,DATA_DEFICIENT
Litoria megalops,DATA_DEFICIENT
Litoria meiriana,LEAST_CONCERN
Litoria michaeltyleri,
Litoria microbelos,LEAST_CONCERN
Litoria micromembrana,LEAST_CONCERN
Litoria modica,LEAST_CONCERN
Litoria montana,
Litoria moorei,LEAST_CONCERN
Litoria mucro,LEAST_CONCERN
Litoria multicolor,DATA_DEFICIENT
Litoria multiplica,LEAST_CONCERN
Litoria myola,CRITICALLY_ENDANGERED
Litoria mystax,DATA_DEFICIENT
Litoria nannotis,LEAST_CONCERN
Litoria napaea,LEAST_CONCERN
Litoria narinosa,
Litoria nasuta,LEAST_CONCERN
Litoria nigrofrenata,LEAST_CONCERN
Litoria nigropunctata,LEAST_CONCERN
Litoria novaehollandiae,
Litoria nudidigita,LEAST_CONCERN
Litoria nyakalensis,EXTINCT
Litoria obsoleta,
Litoria obtusirostris,DATA_DEFICIENT
Litoria oenicolen,LEAST_CONCERN
Litoria oktediensis,
Litoria ollauro,LEAST_CONCERN
Litoria olongburensis,VULNERABLE
Litoria pallida,LEAST_CONCERN
Litoria papua,
Litoria paraewingi,LEAST_CONCERN
Litoria pearsoniana,LEAST_CONCERN
Litoria perimetri,
Litoria peronii,LEAST_CONCERN
Litoria persimilis,
Litoria personata,LEAST_CONCERN
Litoria phyllochroa,LEAST_CONCERN
Litoria piperata,DATA_DEFICIENT
Litoria platycephala,
Litoria pratti,DATA_DEFICIENT
Litoria pronimia,LEAST_CONCERN
Litoria prora,LEAST_CONCERN
Litoria pulchra,
Litoria purpureolata,LEAST_CONCERN
Litoria pygmaea,LEAST_CONCERN
Litoria quadrilineata,DATA_DEFICIENT
Litoria raniformis,VULNERABLE
Litoria rara,DATA_DEFICIENT
Litoria revelata,LEAST_CONCERN
Litoria rheocola,NEAR_THREATENED
Litoria richardsi,LEAST_CONCERN
Litoria rivicola,LEAST_CONCERN
Litoria robinsonae,LEAST_CONCERN
Litoria rothii,LEAST_CONCERN
Litoria rubella,LEAST_CONCERN
Litoria rubrops,LEAST_CONCERN
Litoria rueppelli,VULNERABLE
Litoria sanguinolenta,LEAST_CONCERN
Litoria sauroni,
Litoria scabra,LEAST_CONCERN
Litoria semipalmata,
Litoria serrata,LEAST_CONCERN
Litoria singadanae,LEAST_CONCERN
Litoria spartacus,DATA_DEFICIENT
Litoria spenceri,CRITICALLY_ENDANGERED
Litoria spinifera,LEAST_CONCERN
Litoria splendida,LEAST_CONCERN
Litoria staccato,LEAST_CONCERN
Litoria subglandulosa,VULNERABLE
Litoria thesaurensis,LEAST_CONCERN
Litoria timida,LEAST_CONCERN
Litoria tornieri,LEAST_CONCERN
Litoria trachydermis,
Litoria tyleri,LEAST_CONCERN
Litoria umarensis,DATA_DEFICIENT
Litoria umbonata,DATA_DEFICIENT
Litoria vagabunda,DATA_DEFICIENT
Litoria vagitus,
Litoria verae,DATA_DEFICIENT
Litoria verreauxii,LEAST_CONCERN
Litoria verrucosa,
Litoria viranula,LEAST_CONCERN
Litoria vocivincens,LEAST_CONCERN
Litoria wapogaensis,DATA_DEFICIENT
Litoria watjulumensis,LEAST_CONCERN
Litoria wilcoxii,LEAST_CONCERN
Litoria wisselensis,DATA_DEFICIENT
Litoria wollastoni,LEAST_CONCERN
Litoria xanthomera,LEAST_CONCERN
Litoria zweifeli,
Agalychnis annae,VULNERABLE
Agalychnis aspera,
Agalychnis buckleyi,LEAST_CONCERN
Agalychnis callidryas,LEAST_CONCERN
Agalychnis dacnicolor,LEAST_CONCERN
Agalychnis danieli,DATA_DEFICIENT
Agalychnis granulosa,
Agalychnis hulli,LEAST_CONCERN
Agalychnis lemur,CRITICALLY_ENDANGERED
Agalychnis medinae,ENDANGERED
Agalychnis moreletii,LEAST_CONCERN
Agalychnis psilopygion,LEAST_CONCERN
Agalychnis saltator,LEAST_CONCERN
Agalychnis spurrelli,LEAST_CONCERN
Cruziohyla calcarifer,LEAST_CONCERN
Cruziohyla craspedopus,LEAST_CONCERN
Phasmahyla cochranae,LEAST_CONCERN
Phasmahyla cruzi,LEAST_CONCERN
Phasmahyla exilis,LEAST_CONCERN
Phasmahyla guttata,LEAST_CONCERN
Phasmahyla jandaia,LEAST_CONCERN
Phasmahyla spectabilis,LEAST_CONCERN
Phasmahyla timbo,LEAST_CONCERN
Phrynomedusa appendiculata,CRITICALLY_ENDANGERED
Phrynomedusa bokermanni,DATA_DEFICIENT
Phrynomedusa fimbriata,EXTINCT
Phrynomedusa marginata,CRITICALLY_ENDANGERED
Phrynomedusa vanzolinii,CRITICALLY_ENDANGERED
Phyllomedusa atelopoides,
Phyllomedusa ayeaye,
Phyllomedusa azurea,
Phyllomedusa bahiana,LEAST_CONCERN
Phyllomedusa baltea,
Phyllomedusa bicolor,LEAST_CONCERN
Phyllomedusa boliviana,LEAST_CONCERN
Phyllomedusa burmeisteri,LEAST_CONCERN
Phyllomedusa camba,LEAST_CONCERN
Phyllomedusa centralis,
Phyllomedusa coelestis,LEAST_CONCERN
Phyllomedusa distincta,LEAST_CONCERN
Phyllomedusa Duellmani,
Phyllomedusa ecuatoriana,ENDANGERED
Phyllomedusa hypochondrialis,LEAST_CONCERN
Phyllomedusa iheringii,LEAST_CONCERN
Phyllomedusa megacephala,
Phyllomedusa neildi,DATA_DEFICIENT
Phyllomedusa nordestina,
Phyllomedusa oreades,
Phyllomedusa palliata,ENDANGERED
Phyllomedusa perinesos,CRITICALLY_ENDANGERED
Phyllomedusa rohdei,
Phyllomedusa sauvagii,LEAST_CONCERN
Phyllomedusa tarsius,LEAST_CONCERN
Phyllomedusa tetraploidea,LEAST_CONCERN
Phyllomedusa tomopterna,LEAST_CONCERN
Phyllomedusa trinitatis,LEAST_CONCERN
Phyllomedusa vaillantii,LEAST_CONCERN
Phyllomedusa venusta,LEAST_CONCERN
Crossodactylus aeneus,
Crossodactylus bokermanni,
Crossodactylus caramaschii,LEAST_CONCERN
Crossodactylus cyclospinus,ENDANGERED
Crossodactylus dantei,CRITICALLY_ENDANGERED
Crossodactylus dispar,CRITICALLY_ENDANGERED
Crossodactylus gaudichaudii,LEAST_CONCERN
Crossodactylus grandis,CRITICALLY_ENDANGERED
Crossodactylus lutzorum,LEAST_CONCERN
Crossodactylus schmidti,LEAST_CONCERN
Crossodactylus trachystomus,NEAR_THREATENED
Hylodes amnicola,LEAST_CONCERN
Hylodes asper,LEAST_CONCERN
Hylodes babax,NEAR_THREATENED
Hylodes cardosoi,LEAST_CONCERN
Hylodes charadranaetes,LEAST_CONCERN
Hylodes dactylocinus,ENDANGERED
Hylodes fredi,LEAST_CONCERN
Hylodes glaber,CRITICALLY_ENDANGERED
Hylodes heyeri,LEAST_CONCERN
Hylodes lateristrigatus,LEAST_CONCERN
Hylodes magalhaesi,ENDANGERED
Hylodes meridionalis,LEAST_CONCERN
Hylodes mertensi,CRITICALLY_ENDANGERED
Hylodes nasus,ENDANGERED
Hylodes ornatus,VULNERABLE
Hylodes otavioi,VULNERABLE
Hylodes perere,ENDANGERED
Hylodes perplicatus,LEAST_CONCERN
Hylodes phyllodes,LEAST_CONCERN
Hylodes pipilans,LEAST_CONCERN
Hylodes regius,CRITICALLY_ENDANGERED
Hylodes sazimai,VULNERABLE
Hylodes uai,VULNERABLE
Hylodes vanzolinii,CRITICALLY_ENDANGERED
Megaelosia apuana,
Megaelosia bocainensis,
Megaelosia boticariana,
Megaelosia goeldii,LEAST_CONCERN
Megaelosia jordanensis,
Megaelosia lutzae,
Megaelosia massarti,
Acanthixalus sonjae,VULNERABLE
Acanthixalus spinosus,LEAST_CONCERN
Afrixalus aureus,LEAST_CONCERN
Afrixalus clarkei,ENDANGERED
Afrixalus crotalus,LEAST_CONCERN
Afrixalus delicatus,LEAST_CONCERN
Afrixalus dorsalis,LEAST_CONCERN
Afrixalus dorsimaculatus,ENDANGERED
Afrixalus enseticola,VULNERABLE
Afrixalus equatorialis,LEAST_CONCERN
Afrixalus fornasini,LEAST_CONCERN
Afrixalus fulvovittatus,LEAST_CONCERN
Afrixalus knysnae,ENDANGERED
Afrixalus lacteus,ENDANGERED
Afrixalus laevis,LEAST_CONCERN
Afrixalus leucostictus,LEAST_CONCERN
Afrixalus lindholmi,DATA_DEFICIENT
Afrixalus morerei,VULNERABLE
Afrixalus nigeriensis,LEAST_CONCERN
Afrixalus orophilus,LEAST_CONCERN
Afrixalus osorioi,LEAST_CONCERN
Afrixalus paradorsalis,LEAST_CONCERN
Afrixalus quadrivittatus,LEAST_CONCERN
Afrixalus schneideri,DATA_DEFICIENT
Afrixalus spinifrons,LEAST_CONCERN
Afrixalus stuhlmanni,LEAST_CONCERN
Afrixalus uluguruensis,VULNERABLE
Afrixalus upembae,DATA_DEFICIENT
Afrixalus vibekensis,LEAST_CONCERN
Afrixalus vittiger,LEAST_CONCERN
Afrixalus weidholzi,LEAST_CONCERN
Afrixalus wittei,LEAST_CONCERN
Alexteroon hypsiphonus,
Alexteroon jynx,
Alexteroon obstetricans,
Arlequinus krebsi,ENDANGERED
Callixalus pictus,VULNERABLE
Chlorolius koehleri,
Chrysobatrachus cupreonitens,ENDANGERED
Cryptothylax greshoffii,LEAST_CONCERN
Cryptothylax minutus,DATA_DEFICIENT
Heterixalus alboguttatus,LEAST_CONCERN
Heterixalus andrakata,LEAST_CONCERN
Heterixalus betsileo,LEAST_CONCERN
Heterixalus boettgeri,LEAST_CONCERN
Heterixalus carbonei,LEAST_CONCERN
Heterixalus luteostriatus,LEAST_CONCERN
Heterixalus madagascariensis,LEAST_CONCERN
Heterixalus punctatus,LEAST_CONCERN
Heterixalus rutenbergi,LEAST_CONCERN
Heterixalus tricolor,LEAST_CONCERN
Heterixalus variabilis,LEAST_CONCERN
Hyperolius acuticephalus,DATA_DEFICIENT
Hyperolius acuticeps,
Hyperolius acutirostris,LEAST_CONCERN
Hyperolius ademetzi,ENDANGERED
Hyperolius adspersus,LEAST_CONCERN
Hyperolius albofrenatus,DATA_DEFICIENT
Hyperolius argus,LEAST_CONCERN
Hyperolius atrigularis,DATA_DEFICIENT
Hyperolius balfouri,LEAST_CONCERN
Hyperolius baumanni,LEAST_CONCERN
Hyperolius benguellensis,LEAST_CONCERN
Hyperolius bicolor,DATA_DEFICIENT
Hyperolius bobirensis,VULNERABLE
Hyperolius bocagei,LEAST_CONCERN
Hyperolius bolifambae,LEAST_CONCERN
Hyperolius bopeleti,VULNERABLE
Hyperolius brachiofasciatus,DATA_DEFICIENT
Hyperolius camerunensis,LEAST_CONCERN
Hyperolius castaneus,LEAST_CONCERN
Hyperolius chlorosteus,LEAST_CONCERN
Hyperolius chrysogaster,NEAR_THREATENED
Hyperolius cinereus,LEAST_CONCERN
Hyperolius cinnamomeoventris,LEAST_CONCERN
Hyperolius concolor,LEAST_CONCERN
Hyperolius cystocandicans,ENDANGERED
Hyperolius diaphanus,DATA_DEFICIENT
Hyperolius dintelmanni,ENDANGERED
Hyperolius discodactylus,LEAST_CONCERN
Hyperolius endjami,LEAST_CONCERN
Hyperolius fasciatus,
Hyperolius ferreirai,
Hyperolius ferrugineus,DATA_DEFICIENT
Hyperolius frontalis,LEAST_CONCERN
Hyperolius fuscigula,DATA_DEFICIENT
Hyperolius fusciventris,LEAST_CONCERN
Hyperolius ghesquieri,DATA_DEFICIENT
Hyperolius glandicolor,LEAST_CONCERN
Hyperolius gularis,DATA_DEFICIENT
Hyperolius guttulatus,LEAST_CONCERN
Hyperolius horstockii,LEAST_CONCERN
Hyperolius houyi,DATA_DEFICIENT
Hyperolius hutsebauti,LEAST_CONCERN
Hyperolius igbettensis,LEAST_CONCERN
Hyperolius inornatus,DATA_DEFICIENT
Hyperolius kachalolae,LEAST_CONCERN
